<<<<<<< HEAD
*PRE	PRE	113.610	116.420	2.810	une petite affaire de HLM à Courcouronnes 
*PRE	PRE	116.420	124.770	8.350	certains échanges sur internet depuis quelques jours posent une fois de plus la question de la démolition des grands ou des petits ensembles de logements sociaux
*PRE	PRE	124.770	130.440	5.670	le destin des immeubles notamment en banlieue est parfois cruel pour leurs habitants mais aussi pour leurs architectes 
*PRE	PRE	130.440	134.470	4.030	notamment depuis que les nouvelles procédures de la rénovation urbaine
*PRE	PRE	134.470	137.070	2.600	ce qu'on appelle Anru A N R U
*PRE	PRE	137.070	140.440	3.370	préconisent et financent la démolition au nom de divers critères
*PRE	PRE	140.440	146.250	5.810	critères sociaux critères de désenclavement puis parfois critères de police ou de surveillance critères de sécurité 
*PRE	PRE	146.250	151.770	5.520	un édifice qui figure dans le catalogue de l' exposition du Pavillon de l' Arsenal sur les années quatre+vingts va en faire les frais
*PRE	PRE	151.770	156.230	4.460	il faudra réimprimer la page cent+quarante+neuf de cet ouvrage qui est à peine paru
*PRE	PRE	156.230	163.990	7.760	il s' agit d' un groupe de quatre+vingts logements construits par Paul+Chemetov dans la Zac du canal à Courcouronnes c' est+à+dire dans la ville nouvelle d' Evry 
*PRE	PRE	163.990	170.600	6.610	un immeuble dans le style rigoriste de ce concepteur avec une colonnade de trois niveaux abritant des commerçants au rez+de+chaussée 
*PRE	PRE	170.600	174.480	3.880	et une grande traversée monumentale ce qu' on appelait à l' époque une fenêtre urbaine
*PRE	PRE	174.480	180.600	6.120	ce quartier avait bouleversé l' hôpital d' Adrien+Fainsilber qui était très célèbre en son temps remplacé par un écoquartier 
*PRE	PRE	180.600	184.000	3.400	et l' immeuble en question percuté de plein fouet par un mail planté 
*PRE	PRE	184.000	188.300	4.300	la visite du site internet de la mairie fait apparaître quelques paradoxes
*PRE	PRE	188.300	193.420	5.120	par exemple qu' une place qu' on avait anciennement nommé la Place des Copains d'Abord
*PRE	PRE	193.420	198.660	5.240	un côté un peu bonhomme et puis un square qui s'appelait le Square de la Brave Margot ont été résidentialisés
*PRE	PRE	198.660	202.800	4.140	ça veut dire quoi résidentialiser ça veut dire qu'on y a installé des grilles imperméables
*PRE	PRE	202.800	205.960	3.160	et que ce sera les copains d' abord en quelque sorte mais entre eux entre eux seuls
*PRE	PRE	205.960	208.650	2.690	je me moque bien sûr mais les questions de sécurité sont pas négligeables
*PRE	PRE	208.650	213.440	4.790	mais c'est toujours assez attristant de voir une place les copains d' abord devenir entourée de grilles 
*PRE	PRE	213.440	214.680	1.240	autre paradoxe
*PRE	PRE	214.680	221.090	6.410	sur le site municipal de la ville de Courcouronnes figurent vingt+et+une image en quelque sorte et cartes postales de Courcouronnes
*PRE	PRE	221.090	223.610	2.520	les sculptures début du clocher
*PRE	PRE	223.610	228.070	4.460	la grosse Ferme du Bois Briard le fameux canal qui a donné son nom à la Zac du canal
*PRE	PRE	228.070	229.560	1.490	des pavillons sous la neige
*PRE	PRE	229.560	235.770	6.210	et parmi ces vingt+et+une images cinq vues de groupes de logements collectifs donc une carte postale sur quatre 
*PRE	PRE	235.770	240.050	4.280	deux figurent le magnifique ensemble d'Henri+Ciriani un des plus beaux des années quatre+vingts
*PRE	PRE	240.050	243.880	3.830	et une le complexe de Chemetov celui là même qu' on va détruire prochainement
*PRE	PRE	243.880	248.070	4.190	on détruit donc en quelque sorte une carte postale officielle de cette ville nouvelle 
*PRE	PRE	248.070	249.260	1.190	dernier paradoxe
*PRE	PRE	249.260	253.420	4.160	le maire se dit conscient de ce que la démolition est pour certains habitants très difficile 
*PRE	PRE	253.420	259.740	6.320	il souhaite les accompagner par un projet appelé mémoire de quartier qui leur permettra aux habitants je cite 
*PRE	PRE	259.740	266.790	7.050	de se remémorer ensemble l' histoire de leur immeuble à travers des groupes de parole mais également la réalisation d' un livret de témoignages
*PRE	PRE	266.790	272.900	6.110	ça se fait maintenant de façon commune dès qu' on détruit une barre on fait travailler les enfants ils font des dessins et puis on pleure ensemble 
*PRE	PRE	272.900	276.220	3.320	et le maire écrit à l'architecte à celui là même dont on va détruire l' immeuble donc
*PRE	PRE	276.220	280.730	4.510	pour l' inviter à contribuer à la réussite du projet et à bien vouloir se joindre au travail de deuil
*PRE	PRE	280.730	284.960	4.230	ça vous fait rire Roland+Castro on a détruit déjà des immeubles à vous ?
*PRE	PRE	292.200	294.120	1.920	un local collectif résidentiel
*PRE	PRE	298.110	299.900	1.790	attends un village solaire de de
*PRE	PRE	306.346	308.850	2.504	[!=rit] il vous faisait pas participer au travail de deuil ?
*PRE	PRE	312.990	317.680	4.690	les échanges dont je parlais sur internet à propos de la démolition réunissaient quelques architectes
*PRE	PRE	317.680	323.590	5.910	notamment des praticiens des banlieues et parmi eux l'urbaniste Christian+Devillers qui tenait un propos assez modéré comme souvent
*PRE	PRE	323.590	329.340	5.750	la ville écrivait+t+il est la plus merveilleuse des créations humaines parce qu' elle est à la fois permanence et substitution
*PRE	PRE	329.340	335.360	6.020	elle se renouvelle par parties en continuant d' accumuler de la valeur économique pratique et symbolique 
*PRE	PRE	335.360	340.740	5.380	ce qui ne fait pas un grand ensemble ni un secteur sauvegardé qui bien sûr n'accumule pas de grands choses
*PRE	PRE	340.740	347.480	6.740	j' ai été scandalisé par le mouvement d' opinions d' architectes contre l' ouverture d' une brèche d' un muraille des Courtillères à Pantin oeuvre d'Aillaud
*PRE	PRE	347.480	353.120	5.640	Aillaud qui s' était fait une spécialité de la négation de la vie quotidienne au nom d' idéaux artistiques faiblards
*PRE	PRE	353.120	356.940	3.820	je sais pas si vous rejoignez là Christian+Devillers sur cette ce jugement sur Aillaud
*PRE	PRE	383.252	385.888	2.636	c'est une sorte de petit parc grande pelouse avec des arbres
*PRE	PRE	400.451	402.295	1.844	vous xx ce qui a été fait 
*PRE	PRE	411.209	418.498	7.289	il faut bien dire quand même que cette cette grande boucle très longue elle fait beaucoup elle fait huit+cents mètres peut être des courtières avait une beauté plastique très grande 
*PRE	PRE	435.665	438.620	2.955	de Dubuisson que vous avez émietté et coupé
*PRE	PRE	464.030	468.110	4.080	bon revenons au Courcouronnes et revenons au à ce qu'écrit Christian+Devillers 
*PRE	PRE	468.110	471.764	3.654	nous sommes loin de ses excès et même à l' opposé il veut dire à Courcouronnes
*PRE	PRE	471.764	477.344	5.580	le bâtiment de Chemetov semble bien au service de ceux qui l'habitent et de la ville qui l' entoure qu' on nous démontre le contraire
*PRE	PRE	477.345	484.285	6.940	 je ne pense pas que ce bon bâtiment soit pour autant un témoin irremplaçable de l architecture française des années quatre+vingts poursuit Devillers 
*PRE	PRE	484.285	487.995	3.710	je ne pense pas non plus que Chemetov ait passé sa vie à vouloir construire des monuments historiques
*PRE	PRE	487.995	493.900	5.905	en revanche il l'a passé à construire des logements pour des gens donnant la plus grande importance à la valeur d' usage
*PRE	PRE	493.900	498.250	4.350	et l' idée du classement n'a de sens que pour des bâtiments vraiment exceptionnels ou exemplaires
*PRE	PRE	498.250	505.074	6.824	il est absurde et dangereux de vouloir protéger tous les grands ensembles toutes les halles SERNAM tous les échangeurs d' autoroute toutes les usines en ruines
*PRE	PRE	505.074	506.830	1.756	je n' exagère pas dit Devillers
*PRE	PRE	506.830	512.640	5.810	l' avenir de la ville exige qu'elle ait de la mémoire mais la mémoire pour fonctionner avec l' intelligence doit être sélective 
*PRE	PRE	527.305	529.412	2.107	à quel endroit ? Marseille ?
*PRE	PRE	537.790	540.808	3.018	xxx ce classement il y a des gens qui qui renvoient à des valeurs différentes
*PRE	PRE	540.808	545.947	5.139	il y a par exemple des architectes ou des sociologues ou des gens de terrain qui disent attention vous créez une sorte de deuil rémédiable
*PRE	PRE	545.947	547.670	1.723	vous détruisez ce que les gens ont aimé
*PRE	PRE	657.825	660.458	2.633	alors ça c' est une des raisons de la résistance à la démolition à tout va
*PRE	PRE	660.458	664.977	4.519	la deuxième raison c' est une raison en effet patrimoniale qui est apparue tout à fait récemment il y a une dizaine d' années environ
*PRE	PRE	664.977	671.614	6.637	des historiens comme Gérard+Monnier par exemple ont commencé à dire les patrimoines des années soixante ont une certaine valeur artistique ou de témoignage
*PRE	PRE	671.614	673.435	1.821	il faut conserver comme objet historique  
*PRE	PRE	711.875	716.879	5.004	un intérêt aussi c'est que quand on regarde le modèle si on le fait avec soin et en y consacrant du temps on est confronté au destin des gens
*PRE	PRE	716.879	719.185	2.306	et donc en quelque sorte on travaille avec eux 
*PRE	PRE	787.210	787.210	0.000	789310_793540
*PRE	PRE	794.695	801.337	6.642	nous nous vous avions donc laissé Roland+Castro euh euh après avoir consacré deux courtes émissions à votre biographie 
*PRE	PRE	801.337	803.958	2.621	deux émissions en quelque sorte préliminaires à celle d' aujourd'hui
*PRE	PRE	803.958	807.629	3.671	nous avons nous vous avions laissé sur un moment de crise de dépression
*PRE	PRE	807.629	811.540	3.911	au moment de votre rupture avec le mouvement Vive+La+Révolution de sa dissolution
*PRE	PRE	811.540	817.679	6.139	et puis heureusement enfin le psychanalyste Lacan on était en 1971 1972 ça fait donc quarante ans
*PRE	PRE	817.679	818.931	1.252	un mot quand même sur Lacan
*PRE	PRE	818.931	822.363	3.432	j' ai reçu un une demande d'un auditeur monsieur Michel+Possompès
*PRE	PRE	822.363	829.210	6.847	qui souhaiterait que vous expliquiez la trilogie lacanienne réelle imaginaire symbole et l' usage que vous en faites en architecture 
*PRE	PRE	831.035	832.147	1.112	rapidement hein [!= rit]
*PRE	PRE	901.231	902.152	0.921	et en architecture ?
*PRE	PRE	970.284	972.516	2.232	de tête phallique ? de monuments de tête phallique ?
*PRE	PRE	977.867	979.365	1.498	parce qu'on parlait du nom du père mais
*PRE	PRE	1055.040	1056.965	1.925	on y viendra on va y venir tout à l'heure
*PRE	PRE	1056.965	1057.904	0.939	donc voilà pour pour Lacan
*PRE	PRE	1057.904	1062.273	4.369	et grâce à tout ça vous vous vous échappez un peu à votre dépression
*PRE	PRE	1062.273	1065.252	2.979	 qui vous reprendra de temps en temps quand même grâce à dieu
*PRE	PRE	1065.252	1069.500	4.248	et puis vous reprenez vous reprenez votre métier de nègre de collaborateur d' architecte
*PRE	PRE	1069.500	1075.175	5.675	notamment euh bizarrement je suis allé chez un mec qui travaille pour le qui est qui est architecte divisionnaire de première classe à la préfecture de de police
*PRE	PRE	1077.566	1079.488	1.922	mais il a pas fait que ça parce qu' il a j' ai vu qu' il a fait
*PRE	PRE	1079.488	1080.789	1.301	il est toujours vivant hein je crois
*PRE	PRE	1080.789	1083.785	2.996	oui oui il s' appelle euh Xavier+Carnoy ouais c' est ça 
*PRE	PRE	1083.785	1087.012	3.227	il fait des sculptures animalières un peu à la façon de Pompon maintenant qui sont pas mal d'ailleurs
*PRE	PRE	1087.012	1092.115	5.103	mais c'est un il a travaillé pour Peugeot pour Bulle pour Legrand pour Kodak fin c'était un gros architecte
*PRE	PRE	1159.280	1161.883	2.603	bien donc il faut bien réentrer dans la vie active
*PRE	PRE	1161.883	1166.900	5.017	vous tentez de travailler avec tel ou tel des amis comme euh comme euh Petrovitch+Njegosh
*PRE	PRE	1166.900	1168.991	2.091	ou comme euh xxxx 
*PRE	PRE	1168.991	1174.090	5.099	ou comme ce groupe que vous avez créé avec d'autres xx xx xx
*PRE	PRE	1174.090	1177.115	3.025	et puis euh bon le groupe des sept
*PRE	PRE	1177.115	1180.184	3.069	vous c'est xx de de de venir encore dans une bande en fait
*PRE	PRE	1180.184	1181.381	1.197	vous n'êtes pas architecte solitaire
*PRE	PRE	1181.381	1183.250	1.869	 vous cherchez des bandes ou des groupes
*PRE	PRE	1231.394	1232.802	1.408	critique du Monde
*PRE	PRE	1265.372	1266.635	1.263	en plus grand parfois
*PRE	PRE	1308.612	1310.243	1.631	ça a failli démarrer quoi
*PRE	PRE	1310.243	1312.052	1.809	mais ça a pas démarré
*PRE	PRE	1334.449	1335.857	1.408	que vous que vous perdez contre lui
*PRE	PRE	1345.607	1346.887	1.280	ce qu'on appelle l' Olympiade
*PRE	PRE	1346.887	1350.052	3.165	et puis la fac la tour la petite faculté de Tolbiac
*PRE	PRE	1355.783	1358.887	3.104	un peu ventru quand même votre projet par rapport au sien
*PRE	PRE	1394.074	1397.043	2.969	enfin vous faites quand même des des projets notamment ce projet
*PRE	PRE	1397.049	1401.556	4.507	que que j' ai massé qui est la bourse de travail de Saint+Denis qui est sur ce gros échangeur quand on arrive à Saint+Denis
*PRE	PRE	1404.642	1409.393	4.751	quatre+vingt+trois l' achèvement je crois avec Cimco mais enfin c' est c' est une oeuvre de vous ça principalement
*PRE	PRE	1409.393	1415.281	5.888	alors c' est une oeuvre assez curieuse parce qu' elle est elle est réminiscente un côté un peu constructiviste russe elle est un peu
*PRE	PRE	1415.281	1417.174	1.893	un peu colorée elle est un peu
*PRE	PRE	1417.174	1418.856	1.682	et trompette un peu
*PRE	PRE	1482.573	1486.056	3.483	mais à l'époque c' était pas qu'un parce que je me souviens xxx l' inauguration c' était en donc
*PRE	PRE	1486.056	1489.299	3.243	en 1983 au printemps peut être il y avait une grève euh
*PRE	PRE	1489.299	1491.974	2.675	de la de la compagnie des tabacs de la Seita
*PRE	PRE	1491.974	1497.093	5.119	et qu' ils avaient édité cette occasion à une série tout à fait étrange de gauloises rouge avec un paquet rouge
*PRE	PRE	1497.093	1500.708	3.615	que j' ai conservé je dois dire j'ai toujours un magnifique paquet rouge
*PRE	PRE	1500.708	1504.798	4.090	de quatre+vingt+trois de je ne sais quelle grève de la Seita
*PRE	PRE	1504.798	1507.868	3.070	cette architecture que vous qualifiez vous même un peu un peu de
*PRE	PRE	1507.868	1512.712	4.844	très narrative racontant plein de choses un peu un peu un peu profuses un peu compliquées
*PRE	PRE	1512.712	1515.162	2.450	un peu confuses aussi profuses et confuses peut être hein
*PRE	PRE	1515.162	1516.872	1.710	vous la dites aussi romanesque 
*PRE	PRE	1565.696	1570.756	5.060	justement ces petits bonheurs urbains chez vous ils sont souvent assez nostalgiques c' est le bonheur de l' avant+guerre c' est la banlieue c'est ces choses là
*PRE	PRE	1570.756	1573.714	2.958	un peu de x métallique un peu de brique un peu de de 
*PRE	PRE	1575.662	1578.418	2.756	 ils sont extérieurs souvent la culture architecturale savante
*PRE	PRE	1618.848	1620.843	1.995	atemporel comme le petit bal fut temporel
*PRE	PRE	1622.432	1624.554	2.122	alors sous le hum 
*PRE	PRE	1624.554	1629.193	4.639	vous avez participé à beaucoup de de concours nationaux sous le premier septennat de Mitterrand en tout cas dans les débuts
*PRE	PRE	1629.193	1631.986	2.793	 vous avez participé à tous l'institut du monde arabe le ministère des finances
*PRE	PRE	1631.986	1633.228	1.242	vous avez été mentionné 
*PRE	PRE	1635.871	1638.349	2.478	 la tête Défense vous avez été mentionné c'est une sorte de Babel
*PRE	PRE	1639.491	1641.432	1.941	 et le parc de la Villette elle a pas été mentionné la Villette
*PRE	PRE	1643.187	1644.924	1.737	donc vous avez failli être un architecte célèbre
*PRE	PRE	1644.924	1646.124	1.200	 comme architecte 
*PRE	PRE	1657.512	1658.574	1.062	ah oui
*PRE	PRE	1722.182	1724.524	2.342	on va passer au calendrier puis on vous retrouve ensuite 
*PRE	PRE	1739.110	1745.212	6.102	quelques expositions d' abord à Nice une exposition du photographe Serge+Demailly qui est un photographe d'architecture de talent
*PRE	PRE	1745.212	1749.974	4.762	 l' architecture contemporaine sur la Côte+d'+Azur c' est au forum d' urbanisme Cours+Saleya à Nice
*PRE	PRE	1749.974	1755.819	5.845	à Lisbonne une exposition des travaux d' un architecte j' aime beaucoup qui s'appelle Manuel+Vicente il est pas très connu chez nous mais enfin 
*PRE	PRE	1755.819	1759.786	3.967	il gagne à être connu il est né en 1934 ça a été un élève de Louis+Cane à Philadelphie
*PRE	PRE	1759.786	1765.279	5.493	il a un style très particulier c' est qu' il est établi entre le Portugal Madère Goa et surtout Macao
*PRE	PRE	1765.279	1767.258	1.979	Macao il y est depuis le début des années soixante 
*PRE	PRE	1767.258	1771.816	4.558	il a construit après périphérie de Lisbonne des des HLM très très brutalistes assez violents
*PRE	PRE	1771.816	1774.359	2.543	après la révolution des oeillets de 1973
*PRE	PRE	1774.359	1780.774	6.415	et puis il y a une chose qui est plus connue du tourisme qui est la surélévation la surélévation un peu maniériste un peu art nouveau
*PRE	PRE	1780.774	1787.632	6.858	d' un enfin néo art nouveau très précieuse en métal d' une de ses monuments historiques qui est en bas sur la sur la rive sur le quai
*PRE	PRE	1787.632	1796.650	9.018	qui s' appelle la Casa+de+los+Picos à Lisbonne qui est une maison avec des los picos les pointes une maison avec des des des pierres taillées en forme de pointe de diamants en quelque sorte 
*PRE	PRE	1796.650	1801.638	4.988	il a surtout été le l'adepte d' un art impur métissé assez joyeux coloré
*PRE	PRE	1801.638	1807.792	6.154	notamment quand il avait patronné une exposition au Centre+Pompidou il y a longtemps en 1983 consacrée à Macao
*PRE	PRE	1807.792	1812.398	4.606	et puis euh il a fait beaucoup de réactions dans cette ancienne colonie portugaise de Chine 
*PRE	PRE	1812.398	1818.579	6.181	à Paris au métro Pelleport une exposition est consacrée à l'architecte radical et artiste radical italien qui est né en 1950 à Bolzano
*PRE	PRE	1818.579	1823.746	5.167	qui s'appelle Gianni+Pettena et qui s' est voulu comme d' ailleurs euh un certain nombre d' autres dans ces mêmes années euh
*PRE	PRE	1823.746	1828.059	4.313	euh soixante+dix et quatre+vingts un architetto un architecte
*PRE	PRE	1828.059	1831.658	3.599	c' est dans une galerie qui s'appelle Mercier+et+Associés trois rue Dupont de l'Eure à Paris
*PRE	PRE	1831.658	1834.319	2.661	à Bordeaux centre d'art contemporain dans les entrepôts Lainé 
*PRE	PRE	1834.319	1842.266	7.947	une exposition traversant l' architecture qui est consacrée à l' oeuvre des architectes flamands Robbrecht et Daem Paul+Robbrecht et Hilde+Daem qui sont nés en 1950
*PRE	PRE	1842.266	1845.586	3.320	sont associés depuis 1975 trente+cinq ans maintenant 
*PRE	PRE	1845.586	1849.510	3.924	et dirigent une grosse équipe trente+cinq collaborateurs ils ont été lauréats d'un concours 
*PRE	PRE	1849.510	1856.519	7.009	pour les archives municipales de Bordeaux et qui qu' elle devrait déménager sur la rive droite dans une ancienne halle aux farines qui date du Second+Empire
*PRE	PRE	1856.519	1863.602	7.083	et sont les concepteurs d'un chai vini~ viticole quoi pour le Château+Le+Pin à Pomerol qui a été livré ou qui va être livré cet été 
*PRE	PRE	1863.602	1865.499	1.897	c' est à Arc+En+Rêve pour tout l' été
*PRE	PRE	1865.499	1871.000	5.501	 ce soir d' ailleurs une conférence des deux architectes en ouverture de l' exposition à dix+huit heures trente à Arc+En+Rêve 
*PRE	PRE	1871.000	1877.116	6.116	après une autre une conférence ce soir encore d' un certain Robert+Max+Antoni qui est ingénieur architecte urbaniste en chef de l' Etat
*PRE	PRE	1877.116	1882.599	5.483	qui est président du séminaire Robert+Auzelle et qui parlera sur le thème vocabulaire français de l'art urbain 
*PRE	PRE	1882.599	1885.560	2.961	à l'académie d' architecture à dix+huit heures trente Place+Des+Vosges
*PRE	PRE	1885.560	1891.626	6.066	ce soir à Paris lancement d' un ouvrage très remarquable pour lequel nul doute on recevait l' auteur il y a trois semaines je crois Jean+Louis+Cohen
*PRE	PRE	1891.626	1899.626	8.000	cet extraordinaire livre qui s' appelle l' architecture en uniforme qui est paru chez Hazan et qui entend traiter ce que faisaient les architectes de de tous les pays
*PRE	PRE	1899.626	1902.739	3.113	en Allemagne en Union soviétique en Amérique durant la Seconde+Guerre+Mondiale
*PRE	PRE	1902.739	1913.672	10.933	c'est un ouvrage très important qui explique comment cette guerre a accéléré les processus de modernisation d' innovation de technologie qui dans les années cinquante ont mené à la suprématie de l' architecture moderne
*PRE	PRE	1913.672	1916.268	2.596	c'est à la librairie du Moniteur Place de l'Odéon à dix+neuf heures
*PRE	PRE	1916.268	1922.698	6.430	la Maison de l' architecture Ile+de+France organise un cycle d'événements sur le thème du remaniement territorial en Ile+De+France et mercredi prochain 
*PRE	PRE	1922.698	1924.986	2.288	une conférence sur Saclay un cluster
*PRE	PRE	1924.986	1928.639	3.653	petite x ville c' est à dix+neuf heures à la maison de l' architecture des Récollets 
*PRE	PRE	1928.639	1938.412	9.773	mercredi en Arles projection du film de Raphaele+Goulet sur les cités+dortoirs du Mexique Lucha Libre à l'espace Van+Gogh à dix+huit heures trente suivi d'une rencontre avec elle 
*PRE	PRE	1938.412	1946.166	7.754	et enfin euh le groupe d' architectes réunis sous le nom de French Touch qui s' était constitué en 2007 en réaction au prix de l'éclat d' argent décision du Moniteur
*PRE	PRE	1946.166	1957.838	11.672	 et toute la polémique dont on se souvient qu' il s' en était suivie sur les architectures ordinaires opposées aux architectures gesticulantes lance ce soir ce jeudi son quatrième annuel optimiste d' architecture à vingt heures chez 
*PRE	PRE	1957.838	1963.190	5.352	Iguzzini c'est un marchand de lampe je crois d'électricité boulevard de la Bastille à Paris 
*PRE	PRE	1967.170	1971.710	4.540	venons en Roland Castro à ce qui a été l' une de vos activités principales en tant qu' architecte
*PRE	PRE	1971.710	1974.039	2.329	 l' analyse et puis la transformation des grands ensembles 
*PRE	PRE	1974.039	1979.239	5.200	du temps de Giscard vous avez déjà eu une commande du ministère de l' équipement pour étudier dix grands ensembles français
*PRE	PRE	1979.245	1982.330	3.085	c' était en quelque sorte votre plongée analytique dans cette question
*PRE	PRE	1982.330	1983.550	1.220	ça remonte loin 
*PRE	PRE	2089.356	2091.148	1.792	avec un slogan le lieu plutôt que l' objet
*PRE	PRE	2183.652	2186.266	2.614	c'est un rez+de+chaussée qui fait poutre sur trois ou quatre mètres de haut c' est ça
*PRE	PRE	2186.266	2188.614	2.348	donc il est pas percé le rez+de+chaussée il est pas perçable
*PRE	PRE	2229.996	2237.120	7.124	mais un peu plus tôt vous aviez euh donc créé avec euh Cantal+Dupart le mouvement Banlieues+89 et puis en à l' automne quatre+vingt+trois 
*PRE	PRE	2237.120	2240.992	3.872	euh non euh vous avez une mission que vous confie Mitterrand
*PRE	PRE	2240.992	2245.479	4.487	quelques mois après que vous l' ayez c' était en juillet quatre+vingt+trois ans emmené sur le site de La+Courneuve
*PRE	PRE	2245.479	2248.139	2.660	il y avait d'ailleurs une chargée de mission de cette affaire là
*PRE	PRE	2248.139	2249.239	1.100	 toute jeunette à l'époque
*PRE	PRE	2249.239	2250.624	1.385	vous vous souvenez non
*PRE	PRE	2251.266	2252.188	0.922	Ségolène Royal
*PRE	PRE	2260.312	2266.032	5.720	on va écouter le journal télévisé de Jean Peyzieu euh le deux juillet le vingt+sept juillet quatre+vingt+trois 
*PRE	PRE	2299.582	2303.210	3.628	ça fait presque trente ans et l' affaire n' est toujours pas finie c' est extrêmement long quand même 
*PRE	PRE	2306.108	2311.179	5.071	et ça c' est donc quelques jours après la visite de Mitterrand que que vous aviez suscité et voici à quel terme deux ans plus tard
*PRE	PRE	2311.179	2313.426	2.247	c était il y a cette fois le vingt+cinq juillet quatre+vingt+cinq 
*PRE	PRE	2313.426	2319.706	6.280	vous présentez Banlieues +89 au journal inter actualité à sept heures trente vous vous étiez levé tôt à cette époque là
*PRE	PRE	2427.620	2432.199	4.579	le l' émission la première qu'on a entendu là là l' extrait qu'on a entendu
*PRE	PRE	2432.199	2435.366	3.167	c'est une émission de Jean Peyzieu mais bien sûr la voix on l'a reconnue était celle de Poivre d' Arvor
*PRE	PRE	2435.366	2441.112	5.746	quel qu' avez vous retenu on est à maintenant à vingt+cinq ans vingt+six ans de cette déclaration de de vous là
*PRE	PRE	2441.112	2444.062	2.950	qu'avez+vous retenu de Banlieues+89 six ans après
*PRE	PRE	2588.165	2590.278	2.113	vous auriez aimé être ministre mais c'est Tapie qui était ministre 
*PRE	PRE	2593.152	2593.709	0.557	ah Delebarre
*PRE	PRE	2624.012	2624.865	0.853	oui auprès des femmes
*PRE	PRE	2639.236	2644.565	5.329	allez allez voir le nouveau film euh xx de Cavalier c' est exactement ce qu'il raconte
*PRE	PRE	2644.565	2646.960	2.395	les années à le le nouveau film euh je crois bien de cavaliers c' est exactement ce qui s' est vu ce que ça veut dire suarez ce qu' il doit être formulée et vous vous avez perçu le grand prix d' urbanisme ben ça c' est quelque chose d' extraordinaire 
*PRE	PRE	2646.960	2648.992	2.032	vous avez jamais reçu le grand prix d' urbanisme 
*PRE	PRE	2648.992	2650.400	1.408	c' est quelque chose d' extraordinaire 
*PRE	PRE	2670.340	2673.799	3.459	dernière séquence Roland+Castro le Grand Paris
*PRE	PRE	2673.799	2685.626	11.827	et d'abord des propos de vous assez anciens puisqu' ils remontent à un peu plus de vingt ans donc le Grand Paris n' existait pas c' était en mars soixante+neuf sur notre antenne france culture enchaîné avec le journal de euh de de du matin on vous écoute 
*PRE	PRE	2839.508	2843.580	4.072	
*PRE	PRE	2844.594	2851.192	6.598	voilà donc deux deux points de vue de mars quatre+vingt+neuf sur France Culture et de juillet quatre+vingt+neuf sur euh au journal d' interactualité
*PRE	PRE	2851.192	2855.717	4.525	on est donc euh dix+huit ans avant que Nicolas+Sarkozy lance le grand Paris 
*PRE	PRE	2855.717	2859.382	3.665	donc vous avez été une des dix équipes hum invitées à travailler 
*PRE	PRE	2859.382	2865.172	5.790	et euh je remarque on retrouve les mêmes thèmes dans dans l' actuelle géographie les reliefs la poésie des lieux
