speaker,text,label
*PRE,justement petits bonheur urbains chez souvent assez nostalgiques ' bonheur ' avant+guerre ' banlieue c'est choses là,
*PRE,peu x métallique peu brique peu,
*PRE,extérieurs souvent culture architecturale savante,
*PRE,atemporel comme petit bal temporel,
*PRE,alors sou hum,
*PRE,participé beaucoup concours nationaux sou premier septennat Mitterrand tout ca débuts,
*PRE,participé tous l'institut monde arabe ministère finance,
*PRE,mentionné,
*PRE,tête Défense mentionné c'est sorte Babel,
*PRE,parc Villette a pa mentionné Villette,
*PRE,donc failli être architecte célèbre,
*PRE,comme architecte,
*PRE,ah oui,
*PRE,va passer calendrier puis retrouve ensuite,
*PRE,quelques exposition ' abord Nice exposition photographe Serge+Demailly photographe d'architecture talent,
*PRE,' architecture contemporaine Côte+d'+Azur ' forum ' urbanisme Cours+Saleya Nice,
*PRE,Lisbonne exposition travaux ' architecte ' aime beaucoup s'appelle Manuel+Vicente pa très connu chez enfin,
*PRE,gagne être connu né 1934 ça a élève Louis+Cane Philadelphie,
*PRE,a style très particulier ' ' établi entre Portugal Madère Goa surtout Macao,
*PRE,Macao depuis début années soixante,
*PRE,a construit après périphérie Lisbonne HLM très très brutalistes assez violents,
*PRE,après révolution oeillets 1973,
*PRE,puis a chose plus connue tourisme surélévation surélévation peu maniériste peu art nouveau,
*PRE,' enfin néo art nouveau très précieuse métal ' monument historiques ba rive quai,
*PRE,' appelle Casa+de+los+Picos Lisbonne maison los picos pointes maison pierre taillées forme pointe diamants quelque sorte,
*PRE,a surtout l'adepte ' art impur métissé assez joyeux coloré,
*PRE,notamment quand patronné exposition Centre+Pompidou a longtemps 1983 consacrée Macao,
*PRE,puis euh a fait beaucoup réactions cette ancienne colonie portugaise Chine,
*PRE,Paris métro Pelleport exposition consacrée l'architecte radical artiste radical italien né 1950 Bolzano,
*PRE,s'appelle Gianni+Pettena ' voulu comme ' ailleurs euh certain nombre ' autres mêmes années euh,
*PRE,euh soixante+dix quatre+vingts architetto architecte,
*PRE,' galerie s'appelle Mercier+et+Associés trois rue Dupont l'Eure Paris,
*PRE,Bordeaux centre d'art contemporain entrepôts Lainé,
*PRE,exposition traversant ' architecture consacrée ' oeuvre architectes flamands Robbrecht Daem Paul+Robbrecht Hilde+Daem nés 1950,
*PRE,associés depuis 1975 trente+cinq an maintenant,
*PRE,dirigent grosse équipe trente+cinq collaborateurs lauréats d'un concours,
*PRE,archive municipales Bordeaux ' devrait déménager rive droite ancienne halle farines date Second+Empire,
*PRE,concepteurs d'un chai vini~ viticole quoi Château+Le+Pin Pomerol a livré va être livré cet,
*PRE,' Arc+En+Rêve tout ',
*PRE,soir ' ailleurs conférence deux architectes ouverture ' exposition dix+huit heures trente Arc+En+Rêve,
*PRE,après autre conférence soir encore ' certain Robert+Max+Antoni ingénieur architecte urbaniste chef ' Etat,
*PRE,président séminaire Robert+Auzelle parlera thème vocabulaire français l'art urbain,
*PRE,l'académie ' architecture dix+huit heures trente Place+Des+Vosges,
*PRE,soir Paris lancement ' ouvrage très remarquable lequel nul doute recevait ' auteur a trois semaines crois Jean+Louis+Cohen,
*PRE,cet extraordinaire livre ' appelle ' architecture uniforme paru chez Hazan entend traiter faisaient architectes tous pay,
*PRE,Allemagne Union soviétique Amérique durant Seconde+Guerre+Mondiale,
*PRE,c'est ouvrage très important explique comment cette guerre a accéléré processus modernisation ' innovation technologie années cinquante mené suprématie ' architecture moderne,
*PRE,c'est librairie Moniteur Place l'Odéon dix+neuf heures,
*PRE,Maison ' architecture Ile+de+France organise cycle d'événements thème remaniement territorial Ile+De+France mercredi prochain,
*PRE,conférence Saclay cluster,
*PRE,petite x ville ' dix+neuf heures maison ' architecture Récollets,
*PRE,mercredi Arles projection film Raphaele+Goulet cités+dortoirs Mexique Lucha Libre l'espace Van+Gogh dix+huit heures trente suivi d'une rencontre,
*PRE,enfin euh groupe ' architectes réunis sou nom French Touch ' constitué 2007 réaction prix l'éclat ' argent décision Moniteur,
*PRE,toute polémique dont souvient ' ' suivie architecture ordinaires opposées architecture gesticulantes lance soir jeudi quatrième annuel optimiste ' architecture vingt heures chez,
*PRE,Iguzzini c'est marchand lampe crois d'électricité boulevard Bastille Paris,
*PRE,venons Roland Castro a ' activités principales tant ' architecte,
*PRE,' analyse puis transformation grand ensemble,
*PRE,temp Giscard déjà commande ministère ' équipement étudier dix grand ensemble français,
*PRE,' quelque sorte plongée analytique cette question,
*PRE,ça remonte loin,
*PRE,slogan lieu plutôt ' objet,
*PRE,c'est rez+de+chaussée fait poutre trois quatre mètres haut ' ça,
*PRE,donc pa percé rez+de+chaussée pa perçable,
*PRE,peu plus tôt euh donc créé euh Cantal+Dupart mouvement Banlieues+89 puis ' automne quatre+vingt+trois,
*PRE,euh non euh mission confie Mitterrand,
*PRE,quelques mois après ' ' juillet quatre+vingt+trois an emmené site La+Courneuve,
*PRE,d'ailleurs chargée mission cette affaire là,
*PRE,toute jeunette l'époque,
*PRE,souvenez non,
*PRE,Ségolène Royal,
*PRE,va écouter journal télévisé Jean Peyzieu euh deux juillet vingt+sept juillet quatre+vingt+trois,
*PRE,ça fait presque trente an ' affaire ' toujours pa finie ' extrêmement long quand,
*PRE,ça ' donc quelques jours après visite Mitterrand suscité voici quel terme deux an plus tard,
*PRE,a cette fois vingt+cinq juillet quatre+vingt+cinq,
*PRE,présentez Banlieues +89 journal inter actualité sept heures trente levé tôt cette époque là,
*PRE,' émission première qu'on a entendu là là ' extrait qu'on a entendu,
*PRE,c'est émission Jean Peyzieu bien sûr voix ' a reconnue celle Poivre ' Arvor,
*PRE,quel ' retenu maintenant vingt+cinq an vingt+six an cette déclaration là,
*PRE,qu'avez+vous retenu Banlieues+89 six an après,
*PRE,aimé être ministre c'est Tapie ministre,
*PRE,ah Delebarre,
*PRE,oui auprès femmes,
*PRE,allez allez voir nouveau film euh xx Cavalier ' exactement qu'il raconte,
*PRE,années nouveau film euh crois bien cavalier ' exactement ' vu ça veut dire suarez ' doit être formulée perçu grand prix ' urbanisme ben ça ' quelque chose ' extraordinaire,
*PRE,jamais reçu grand prix ' urbanisme,
*PRE,' quelque chose ' extraordinaire,
*PRE,dernière séquence Roland+Castro Grand Paris,
*PRE,d'abord propos assez anciens puisqu ' remontent peu plus vingt an donc Grand Paris ' existait pa ' mar soixante+neuf antenne france culture enchaîné journal euh matin écoute,
*PRE,,
*PRE,voilà donc deux deux point vue mar quatre+vingt+neuf France Culture juillet quatre+vingt+neuf euh journal ' interactualité,
*PRE,donc euh dix+huit an avant Nicolas+Sarkozy lance grand Paris,
*PRE,donc dix équipes hum invitées travailler,
*PRE,euh remarque retrouve mêmes thèmes ' actuelle géographie relief poésie lieux,
*PRE,donc ' pa changé pa amélioré [ ! =rit ],
*PRE,Portzamparc oui,
*PRE,tous presque ' veut ville peut être sorte magma peu informe ' aussi sorte patchwork qualité,
*PRE,employez mot patchwork nature baroque,
*PRE,chose ' a frappé plusieurs proposition grand Paris ' autant architectes autrefois euh,
*PRE,hostile chaos désordre l'accumulation peu irréfléchie choses,
*PRE,autant aujourd'hui sent beaucoup ' architectes prêt dénormer c'est+à+dire faire sauter certaines normes certains règlements,
*PRE,qua~ quartiers étales depuis longtemps certains quartiers pavillonnaires étales depuis années trente bougent pa développent pa,
*PRE,restent assez pauvres souvent coup tout ça transforme ' enrichisse densifie,
*PRE,mot densification cette idée densification tout fait tabou chez décideurs chez élus a sept huit an,
*PRE,a l'air maintenant ' être tout fait euh tout fait acceptée presque tous décideurs sinon ' opinion,
*PRE,oui,
*PRE,no auditeurs pa parisiens Roland,
*PRE,xx aussi bien Santiago Chili,
*PRE,Le+Monde d'aujourd'hui justement celui daté demain vendredi vingt+quatre juin euh publie page entière euh disons modification code d'urbanisme ' pa encore effective devrait devenir effective peut+être septembre,
*PRE,apprend ' pourra librement sans aucun dépôt peine construire,
*PRE,euh construire quarante mètres carrés euh,
*PRE,si possède pavillon exemple quarante mètres carré sans demander l'avis personne,
*PRE,immédiatement tollé tollé archive bâtiments France tollé aussi ' ordre architectes dit paysage va dégrader,
*PRE,inquiets qualité paysage banal,
*PRE,si paysage banal va dégrader si gen construisent vingt quarante mètres carrés,
*PRE,' monde aujourd'hui oui,
*PRE,alors ' a vu beaucoup dessins exemple sou plume Yves+Lion,
*PRE,oui montrer quartiers banlieue supposent qu'en qu'en laissant construire jolies xx ' abord gagnent fric,
*PRE,d'autre part réaniment quartier peu,
*PRE,travail Banlieues+89 écrit dit a quelque temp ça ' pa donné lieu bataille ' ego ' égotisme,
*PRE,chose courante chez architectes or pourtant vu dehors beaucoup gen sentiment architectes louse plupart ' entre partagent morceau,
*PRE,partagent pan pan territoire parisien tel,
*PRE,oui tel va avoir Billancourt tel va avoir La+Courneuve tel,
*PRE,faites place jeunes dis donc ça fait trente+cinq an place trente cinq an ' pense surtout bon ' pa ' pa obstacle fait obstacle jeunes talent habille peut pouvez raisonner comme ça ' pa tellement sujets euh jean nouvel,
*PRE,faites obstacle faites obstacle jeunes talent [ ! =rit ],
*PRE,offre cadeau Roland+Castro laisserai deviner ' auteur ' citation j'ai trouvé ' autre jour hasard lecture,
*PRE,c'est ' auteur devez tout fait aimer peut être révérer ça commence comme ça,
*PRE,oh Grand Paris,
*PRE,oh Grand Paris lâches parlions déjà quitter éloigner faubourg ' croyait morts,
*PRE,pardon patrie ' honneur cité salut bivouac révolution,
*PRE,quoi qu'il arrive dussions+nous être nouveau vaincus mourir demain génération consolée,
*PRE,somme payés vingt an défaites ' angoisses clairons sonnez vent tambour battez champ embrasse+moi camarade,
*PRE,a comme cheveux gris,
*PRE,marmot jouait billes derrière barricade viens ' embrasse aussi,
*PRE,oh Grand Paris,
*PRE,connaissez pa texte [ ! =rit ],
*PRE,c'est vraiment cadeau offre,
*PRE,c'est Jules+Vallès c'est Jules+Vallès c'est l'Insurgé paru donc 1886 a bien longtemps ' ailleurs Vallès mort,
*PRE,' année précédente,
*PRE,va terminer Roland+Castro chanson récent ouvrage,
*PRE,chanson sais citez qu'on démente l'autre fois crois qu'on l'avait passé Barbara va passer celui ' a mise musique,
*PRE,' Georges+Brassens ' a pa d'amour heureux ' après célèbre poème Louis+Aragon,
*PRE,alors beaucoup titre site internet relatif Banlieues+89 Paris euh,
*PRE,enfin Grand Paris publication Roland+Castro dont dernière publication longue lente périlleuse poilue fabrique rêve mémoires parues chez L'Archipel ' an dernier trois+cents+deux page vingt+et+un euro,
*PRE,retrouvions l'architecte Roland+Castro troisième dernière moment conversation parler politique l'architecture remodelage grand ensemble Grand Paris,
*PRE,semaine prochaine parlerons peu Louis+Ferdinand+Céline dont serum cinquantième anniversaire mort,
*PRE,surtout ensuite ' érosion patrimoine parisien l'historienne Marie+Jeanne+Dumont récemment encore secrétaire général commission Vieux Paris quand a démissionné,
*PRE,rappelle site internet offre diver service bibliographie calendrier index permet télécharger ' émission durant semaine,
*PRE,l'écouter pendant mois ' importe quelle heure où Gare Nord,
*PRE,Gare Nord a bateaux amarrés comme longs paquebots destination Moscou Rotterdam Oslo,
*PRE,Gare Nord a bateaux,
*PRE,Gare Nord a bateaux auprès train banlieue repos bousculent rêve no train-train conjugaux,
*PRE,Gare Nord a bateaux Gare Nord a milliers gen prendront jamais temp ' arrêter,
*PRE,' arrêter regarder grand navires,
*PRE,Marc+Robine Gare Nord 1990,
*PRE,' Métropolitain mission François+Chaslin réalisation Viviane+Noël jeu technique Martin+Delafosse,
*ARC,ah crois oui a détruit bâtiment formidable LCR cubique traversé ' grande flèche,
*ARC,oui pavillon solaire ' be~,
*ARC,village solaire xxx petit bâtiment neuf mètres neuf mètres neuf mètres,
*ARC,' effrayant,
*ARC,beh m'ont ' pa prévenu c'est c'est quatre an plus tard ' découvert c'était détruit,
*ARC,hum Aillaud sorte poète trop naïf a a pa vu ' dedans dehors exemple peut dire ça comme ça,
*ARC,alors bon désastre cette période c'est c'est assez intéressant,
*ARC,compris xxx ' assez intéressant,
*ARC,temp euh faut voir donnait beaucoup surface donc a très peu ' éléments ' appropriation extérieure,
*ARC,contre a grand parc public a a très peu ' appropriation personnelle chaque habitant,
*ARC,' quand extrêmement conceptuel ' extrêmement po~ non poreux rapport reste quartier,
*ARC,donc ' plutôt ' accord Devillers,
*ARC,bien sûr,
*ARC,pense qu'il a tout travail patrimonialisation grand ensemble vraiment trouve très souvent misérable,
*ARC,oui ' ' franchement faut faire débat habitant quoi,
*ARC,bonne idée ' avoir débat beauté plastique bouleversante cette courbe gen dedans,
*ARC,alors veux bien grand numéro aussi beauté plastique bouleversante grande barre Caravelle trois+cent+quatre+vingts mètres,
*ARC,Dubuisson,
*ARC,coupé deux endroits,
*ARC,bon ' raison faire voilà,
*ARC,alors ' argument qu'on m'avait donné ' époque ' ' défilé mode euh devant cette barre,
*ARC,effectivement art plastique ' arriver faire ' unité absolue trois+cent+quatre+vingts mètres espèce d'effet x informatique,
*ARC,bon plastiquement ' très beau,
*ARC,' oeuvre ' art contemporain,
*ARC,' habitable bon,
*ARC,oui oui a raison Devillers a raison,
*ARC,euh a moment où où où c'est totalement absurde,
*ARC,bon a procédure classement actuellement ' ' ensemble Candilis ferait exploser rire Candilis,
*ARC,oh c'est Bobigny,
*ARC,pense vouloir euh absolument euh conserver ' intégralité ' oeuvre ça tient pa debout,
*ARC,non deuil ça ' vrai alors contre deuil,
*ARC,ça vais dire choses parce ' démoli endroits,
*ARC,sauf peu démolir raisons urbaines,
*ARC,ailleurs remodeler,
*ARC,parlé l'Anru ' agence rénovation urbaine,
*ARC,pense ' a créé logique guichet absurde lequel donne plus ' argent démolitions euh plutôt remodelage,
*ARC,donc pense ' faut faire projets,
*ARC,faut fois démolir surtout raisons urbaines,
*ARC,si bâtiment inremodelable rarissime,
*ARC,métamorphose ' a fait exemple Lorient bâtiment particulièrement hideux,
*ARC,très impressionnant,
*ARC,donc beaucoup ' endroits ' possible,
*ARC,alors deuil contre ça ' vraie question,
*ARC,parce ça sais prenons ' exemple Lorient a écrété bâtiments donc enlevé quelques étages,
*ARC,absolument bouleversant gen voir,
*ARC,veuve voit ' endroit où mari mort euh disparaît fumée,
*ARC,c'est effrayant ça bon,
*ARC,souviens extrêmement bien première barre Courneuve ' explose,
*ARC,où évidemment provocateur comme ' dû dire connerie genre,
*ARC,vu x ' fait là mieux fait laisser gen dedans,
*ARC,parce ça donnait sentiment,
*ARC,comme plus ' plein travailleurs immigrés cetera donc c'était effrayant violence,
*ARC,bon passons fait ' a Jean+Michel+Jarre failli faire grand spectacle artistique ça Lyon Minguettes,
*ARC,bon euh alors effectivement a extrême beauté démolition ' bâtiment,
*ARC,sauf gen habité dedans ' douleur épouvantable,
*ARC,quand c'est film Buñuel euh ' époque surréaliste parfois dimanche voit façade ' immeuble casse gueule,
*ARC,éclate rire c'est drôle,
*ARC,oui alors très souvent ' comme ' tellement répétitif pa obligé ' conserver tout,
*ARC,parce ' appuie a bâtiments plutôt bien faits,
*ARC,général très mal fait c'est ' urbanisme tout ça,
*ARC,a morceau bâtiments très bien,
*ARC,a hall ' entrée très beau,
*ARC,a détails très intéressants comme ultra répétitifs euh peut peut casser peu si a raisons urbaines bon,
*ARC,alors ' autre raison ' euh moins démolit plus modèle,
*ARC,plus plus intelligents rapport crise logement,
*ARC,donc effectivement a quelque chose totalement absurde voir gen dormir rue temp démolir bâtiments donc faut faire minimum a minimum,
*ARC,ah non qu'il a formidable contre prends ' exemple ' a toujours vécu chaque fois ' a remodelé quartier,
*ARC,' bon gen reçoivent nouveau chez a fierté ' habiter enfin bon,
*ARC,sais peux retourner endroits j'ai transformé parce contraire ça ça ça marche,
*ARC,passons fait fameux grand ensemble dont parlez Caravelle cinq entre guillemets plus criminogènes région parisienne comme dit rapport police,
*ARC,a pa ' émeutes 2005,
*ARC,' retourné récemment encore ministre ville Maurice+Leroy euh,
*ARC,chô~ taux chômage a baissé 5 % quartier,
*ARC,a article Parisien euh sujet bon,
*ARC,donc fierté ' habiter compris moral retrouver boulot ' ' ça existe ' vraie réalité,
*ARC,alors Lacan,
*ARC,rapidement [ ! = rit ] Lacan raconte sujet François+Chaslin monsieur écrit,
*ARC,dit sujet ' composé,
*ARC,c'est comme noeud,
*ARC,parle noeud borroméen,
*ARC,noeud borroméen c'est trois brins ronds noués d'une certaine manière,
*ARC,entre,
*ARC,font quand coupe,
*ARC,brins,
*ARC,tous deux autres barrent tout barre,
*ARC,donc euh dit sujet réel ' imaginaire symbolique,
*ARC,alors réel,
*ARC,' euh sexuel a ' dire chez Lacan réel,
*ARC,symbolique ' nom père,
*ARC,voilà gros ' imaginaire ' euh,
*ARC,' tout ' ' invente quoi bon,
*ARC,alors quand brins coupé,
*ARC,alors ca psychose ben c'est brin euh symbolique fout camp,
*ARC,quand nom père fout camp,
*ARC,quand rapport père explose chez sujet,
*ARC,chez ' importe,
*ARC,eh ben euh psychose peut apparaître quoi voilà,
*ARC,psychose devient fou quoi,
*ARC,architecture [ ! = rit ] réel ' là où ' habite voilà bon,
*ARC,l'imaginaire ' là où sais peux aller,
*ARC,comme ça ' l'ailleurs habitat,
*ARC,symbolique ' tout gratuit ville où ' habite,
*ARC,tout monumental,
*ARC,tout ' ordre Bataille appelle dépense ostentatoire exemple,
*ARC,si si école côté chez école Troisième+République,
*ARC,ben verra ' a ' argent porte ' entrée,
*ARC,a a ornement spécial,
*ARC,a manière dire,
*ARC,ici instruit,
*ARC,ça ' symbolique,
*ARC,c'est+à+dire qu'il ' a pa uniquement euh ' faut comme classe euh,
*ARC,qu'il faut comme comme surface euh bibliothèque,
*ARC,a euh a sen voilà sen bon,
*ARC,alors a évidemment symbolique plus connu ' monument,
*ARC,monument sert strictement rien,
*ARC,sert justement euh euh donner sen cité,
*ARC,donc a voilà Paris euh,
*ARC,a gen là posés a sculpture,
*ARC,a a bâtiments,
*ARC,symbolique ' tous grand médias utilisé,
*ARC,non pa forcément non a monument a a tous religion construit beaucoup merci euh,
*ARC,a a aujourd'hui a a religion veut construire ' ailleurs faut ' construisent,
*ARC,compris comme veut compris euh,
*ARC,phallus ' veut mettre quelqu ' bout france,
*ARC,france pendant parlerait pa cinq heures matin,
*ARC,voilà donc symbolique,
*ARC,donc s'il a ville,
*ARC,ville euh purement fonctionnelle,
*ARC,lequel ' habite,
*ARC,euh lequel enfermé ' pa sentiment ' a ' ailleurs euh,
*ARC,plus a zéro symbolique,
*ARC,alors euh euh symbolique certains grand ensemble ' effrayant,
*ARC,' château ' eau chaufferie,
*ARC,grand monument c'est château ' eau chaufferie bon,
*ARC,alors faut flotte faut chauffer ' accord,
*ARC,' pa c'est symbolique médiocre,
*ARC,donc voilà donc Grand Paris,
*ARC,a dit faut ' mille+et+un village,
*ARC,mille+et+un lieux où habite,
*ARC,identifiables différents singuliers cetera,
*ARC,enfin habite,
*ARC,faut ' symbolique,
