speaker,text,label
*PRE,bon revenons Courcouronnes revenons qu'écrit Christian+Devillers,joy
*PRE,somme loin excès ' opposé veut dire Courcouronnes,anger
*PRE,bâtiment Chemetov semble bien service ceux l'habitent ville ' entoure ' démontre contraire,joy
*PRE,pense pa bon bâtiment autant témoin irremplaçable architecture française années quatre+vingts poursuit Devillers,joy
*PRE,pense pa non plus Chemetov passé vie vouloir construire monument historiques,love
*PRE,revanche ' a passé construire logements gen donnant plus grande importance valeur ' usage,joy
*PRE,' idée classement ' a sen bâtiments vraiment exceptionnels exemplaires,joy
*PRE,absurde dangereux vouloir protéger tous grand ensemble toutes halle SERNAM tous échangeurs ' autoroute toutes usines ruines,anger
*PRE,' exagère pa dit Devillers,anger
*PRE,' avenir ville exige qu'elle mémoire mémoire fonctionner ' intelligence doit être sélective,sadness
*PRE,quel endroit ? Marseille ?,anger
*PRE,xxx classement a gen renvoient valeurs différentes,love
*PRE,a exemple architectes sociologues gen terrain disent attention créez sorte deuil rémédiable,love
*PRE,détruisez gen aimé,love
*PRE,alors ça ' raisons résistance démolition tout va,sadness
*PRE,deuxième raison ' raison effet patrimoniale apparue tout fait récemment a dizaine ' années environ,sadness
*PRE,historiens comme Gérard+Monnier exemple commencé dire patrimoines années soixante certaine valeur artistique témoignage,joy
*PRE,faut conserver comme objet historique,joy
*PRE,intérêt aussi c'est quand regarde modèle si fait soin consacrant temp confronté destin gen,love
*PRE,donc quelque sorte travaille,joy
*PRE,789310_793540,fear
*PRE,donc laissé Roland+Castro euh euh après avoir consacré deux courtes émissions biographie,love
*PRE,deux émissions quelque sorte préliminaires celle ' aujourd'hui,fear
*PRE,avon laissé moment crise dépression,sadness
*PRE,moment rupture mouvement Vive+La+Révolution dissolution,sadness
*PRE,puis heureusement enfin psychanalyste Lacan 1971 1972 ça fait donc quarante an,sadness
*PRE,mot quand Lacan,anger
*PRE,' reçu demande d'un auditeur monsieur Michel+Possompès,joy
*PRE,souhaiterait expliquiez trilogie lacanienne réelle imaginaire symbole ' usage faites architecture,sadness
*PRE,rapidement hein [ ! = rit ],joy
*PRE,architecture ?,fear
*PRE,tête phallique ? monument tête phallique ?,sadness
*PRE,parce qu'on parlait nom père,anger
*PRE,viendra va venir tout l'heure,anger
*PRE,donc voilà Lacan,sadness
*PRE,grâce tout ça échappez peu dépression,joy
*PRE,reprendra temp temp quand grâce dieu,love
*PRE,puis reprenez reprenez métier nègre collaborateur ' architecte,anger
*PRE,notamment euh bizarrement allé chez mec travaille architecte divisionnaire première classe préfecture police,surprise
*PRE,a pa fait ça parce ' a ' vu ' a fait,anger
*PRE,toujours vivant hein crois,joy
*PRE,oui oui ' appelle euh Xavier+Carnoy ouais ' ça,joy
*PRE,fait sculpture animalières peu façon Pompon maintenant pa mal d'ailleurs,anger
*PRE,c'est a travaillé Peugeot Bulle Legrand Kodak fin c'était gros architecte,anger
*PRE,bien donc faut bien réentrer vie active,joy
*PRE,tentez travailler tel tel amis comme euh comme euh Petrovitch+Njegosh,joy
*PRE,comme euh xxxx,joy
*PRE,comme groupe créé d'autres xx xx xx,joy
*PRE,puis euh bon groupe sept,joy
*PRE,c'est xx venir encore bande fait,joy
*PRE,n'êtes pa architecte solitaire,anger
*PRE,cherchez bandes groupes,anger
*PRE,critique Monde,anger
*PRE,plus grand parfois,anger
*PRE,ça a failli démarrer quoi,fear
*PRE,ça a pa démarré,anger
*PRE,perdez contre,joy
*PRE,qu'on appelle ' Olympiade,anger
*PRE,puis fac tour petite faculté Tolbiac,fear
*PRE,peu ventru quand projet rapport sien,anger
*PRE,enfin faites quand projets notamment projet,joy
*PRE,' massé bourse travail Saint+Denis gros échangeur quand arrive Saint+Denis,anger
*PRE,quatre+vingt+trois ' achèvement crois Cimco enfin ' ' oeuvre ça principalement,joy
*PRE,alors ' oeuvre assez curieuse parce ' réminiscente côté peu constructiviste russe peu,surprise
*PRE,peu colorée peu,anger
*PRE,trompette peu,fear
*PRE,l'époque ' pa qu'un parce souviens xxx ' inauguration ' donc,sadness
*PRE,1983 printemps peut être grève euh,sadness
*PRE,compagnie tabacs Seita,anger
*PRE,' édité cette occasion série tout fait étrange gauloises rouge paquet rouge,surprise
*PRE,' conservé doi dire j'ai toujours magnifique paquet rouge,joy
*PRE,quatre+vingt+trois sais quelle grève Seita,fear
*PRE,cette architecture qualifiez peu peu,joy
*PRE,très narrative racontant plein choses peu peu peu profuses peu compliquées,anger
*PRE,peu confuses aussi profuses confuses peut être hein,fear
*PRE,dites aussi romanesque,anger
*PRE,justement petits bonheur urbains chez souvent assez nostalgiques ' bonheur ' avant+guerre ' banlieue c'est choses là,love
*PRE,peu x métallique peu brique peu,fear
*PRE,extérieurs souvent culture architecturale savante,joy
*PRE,atemporel comme petit bal temporel,fear
*PRE,alors sou hum,joy
*PRE,participé beaucoup concours nationaux sou premier septennat Mitterrand tout ca débuts,love
*PRE,participé tous l'institut monde arabe ministère finance,joy
*PRE,mentionné,anger
*PRE,tête Défense mentionné c'est sorte Babel,fear
*PRE,parc Villette a pa mentionné Villette,anger
*PRE,donc failli être architecte célèbre,fear
*PRE,comme architecte,anger
*PRE,ah oui,joy
*PRE,va passer calendrier puis retrouve ensuite,joy
*PRE,quelques exposition ' abord Nice exposition photographe Serge+Demailly photographe d'architecture talent,joy
*PRE,' architecture contemporaine Côte+d'+Azur ' forum ' urbanisme Cours+Saleya Nice,joy
*PRE,Lisbonne exposition travaux ' architecte ' aime beaucoup s'appelle Manuel+Vicente pa très connu chez enfin,love
*PRE,gagne être connu né 1934 ça a élève Louis+Cane Philadelphie,joy
*PRE,a style très particulier ' ' établi entre Portugal Madère Goa surtout Macao,joy
*PRE,Macao depuis début années soixante,anger
*PRE,a construit après périphérie Lisbonne HLM très très brutalistes assez violents,anger
*PRE,après révolution oeillets 1973,anger
*PRE,puis a chose plus connue tourisme surélévation surélévation peu maniériste peu art nouveau,anger
*PRE,' enfin néo art nouveau très précieuse métal ' monument historiques ba rive quai,joy
*PRE,' appelle Casa+de+los+Picos Lisbonne maison los picos pointes maison pierre taillées forme pointe diamants quelque sorte,joy
*PRE,a surtout l'adepte ' art impur métissé assez joyeux coloré,joy
*PRE,notamment quand patronné exposition Centre+Pompidou a longtemps 1983 consacrée Macao,love
*PRE,puis euh a fait beaucoup réactions cette ancienne colonie portugaise Chine,anger
*PRE,Paris métro Pelleport exposition consacrée l'architecte radical artiste radical italien né 1950 Bolzano,love
*PRE,s'appelle Gianni+Pettena ' voulu comme ' ailleurs euh certain nombre ' autres mêmes années euh,joy
*PRE,euh soixante+dix quatre+vingts architetto architecte,joy
*PRE,' galerie s'appelle Mercier+et+Associés trois rue Dupont l'Eure Paris,joy
*PRE,Bordeaux centre d'art contemporain entrepôts Lainé,joy
*PRE,exposition traversant ' architecture consacrée ' oeuvre architectes flamands Robbrecht Daem Paul+Robbrecht Hilde+Daem nés 1950,love
*PRE,associés depuis 1975 trente+cinq an maintenant,joy
*PRE,dirigent grosse équipe trente+cinq collaborateurs lauréats d'un concours,anger
*PRE,archive municipales Bordeaux ' devrait déménager rive droite ancienne halle farines date Second+Empire,sadness
*PRE,concepteurs d'un chai vini~ viticole quoi Château+Le+Pin Pomerol a livré va être livré cet,joy
*PRE,' Arc+En+Rêve tout ',love
*PRE,soir ' ailleurs conférence deux architectes ouverture ' exposition dix+huit heures trente Arc+En+Rêve,joy
*PRE,après autre conférence soir encore ' certain Robert+Max+Antoni ingénieur architecte urbaniste chef ' Etat,anger
*PRE,président séminaire Robert+Auzelle parlera thème vocabulaire français l'art urbain,anger
*PRE,l'académie ' architecture dix+huit heures trente Place+Des+Vosges,sadness
*PRE,soir Paris lancement ' ouvrage très remarquable lequel nul doute recevait ' auteur a trois semaines crois Jean+Louis+Cohen,joy
*PRE,cet extraordinaire livre ' appelle ' architecture uniforme paru chez Hazan entend traiter faisaient architectes tous pay,joy
*PRE,Allemagne Union soviétique Amérique durant Seconde+Guerre+Mondiale,sadness
*PRE,c'est ouvrage très important explique comment cette guerre a accéléré processus modernisation ' innovation technologie années cinquante mené suprématie ' architecture moderne,joy
*PRE,c'est librairie Moniteur Place l'Odéon dix+neuf heures,joy
*PRE,Maison ' architecture Ile+de+France organise cycle d'événements thème remaniement territorial Ile+De+France mercredi prochain,anger
*PRE,conférence Saclay cluster,anger
*PRE,petite x ville ' dix+neuf heures maison ' architecture Récollets,anger
*PRE,mercredi Arles projection film Raphaele+Goulet cités+dortoirs Mexique Lucha Libre l'espace Van+Gogh dix+huit heures trente suivi d'une rencontre,sadness
*PRE,enfin euh groupe ' architectes réunis sou nom French Touch ' constitué 2007 réaction prix l'éclat ' argent décision Moniteur,joy
*PRE,toute polémique dont souvient ' ' suivie architecture ordinaires opposées architecture gesticulantes lance soir jeudi quatrième annuel optimiste ' architecture vingt heures chez,joy
*PRE,Iguzzini c'est marchand lampe crois d'électricité boulevard Bastille Paris,anger
*PRE,venons Roland Castro a ' activités principales tant ' architecte,joy
*PRE,' analyse puis transformation grand ensemble,anger
*PRE,temp Giscard déjà commande ministère ' équipement étudier dix grand ensemble français,joy
*PRE,' quelque sorte plongée analytique cette question,fear
*PRE,ça remonte loin,anger
*PRE,slogan lieu plutôt ' objet,joy
*PRE,c'est rez+de+chaussée fait poutre trois quatre mètres haut ' ça,joy
*PRE,donc pa percé rez+de+chaussée pa perçable,sadness
*PRE,peu plus tôt euh donc créé euh Cantal+Dupart mouvement Banlieues+89 puis ' automne quatre+vingt+trois,joy
*PRE,euh non euh mission confie Mitterrand,sadness
*PRE,quelques mois après ' ' juillet quatre+vingt+trois an emmené site La+Courneuve,fear
*PRE,d'ailleurs chargée mission cette affaire là,anger
*PRE,toute jeunette l'époque,fear
*PRE,souvenez non,joy
*PRE,Ségolène Royal,anger
*PRE,va écouter journal télévisé Jean Peyzieu euh deux juillet vingt+sept juillet quatre+vingt+trois,joy
*PRE,ça fait presque trente an ' affaire ' toujours pa finie ' extrêmement long quand,sadness
*PRE,ça ' donc quelques jours après visite Mitterrand suscité voici quel terme deux an plus tard,surprise
*PRE,a cette fois vingt+cinq juillet quatre+vingt+cinq,fear
*PRE,présentez Banlieues +89 journal inter actualité sept heures trente levé tôt cette époque là,joy
*PRE,' émission première qu'on a entendu là là ' extrait qu'on a entendu,anger
*PRE,c'est émission Jean Peyzieu bien sûr voix ' a reconnue celle Poivre ' Arvor,joy
*PRE,quel ' retenu maintenant vingt+cinq an vingt+six an cette déclaration là,joy
*PRE,qu'avez+vous retenu Banlieues+89 six an après,joy
*PRE,aimé être ministre c'est Tapie ministre,love
*PRE,ah Delebarre,anger
*PRE,oui auprès femmes,joy
*PRE,allez allez voir nouveau film euh xx Cavalier ' exactement qu'il raconte,joy
*PRE,années nouveau film euh crois bien cavalier ' exactement ' vu ça veut dire suarez ' doit être formulée perçu grand prix ' urbanisme ben ça ' quelque chose ' extraordinaire,surprise
*PRE,jamais reçu grand prix ' urbanisme,anger
*PRE,' quelque chose ' extraordinaire,surprise
*PRE,dernière séquence Roland+Castro Grand Paris,joy
*PRE,d'abord propos assez anciens puisqu ' remontent peu plus vingt an donc Grand Paris ' existait pa ' mar soixante+neuf antenne france culture enchaîné journal euh matin écoute,surprise
*PRE,,fear
*PRE,voilà donc deux deux point vue mar quatre+vingt+neuf France Culture juillet quatre+vingt+neuf euh journal ' interactualité,joy
*PRE,donc euh dix+huit an avant Nicolas+Sarkozy lance grand Paris,joy
*PRE,donc dix équipes hum invitées travailler,joy
*PRE,euh remarque retrouve mêmes thèmes ' actuelle géographie relief poésie lieux,love
*PRE,donc ' pa changé pa amélioré [ ! =rit ],anger
*PRE,Portzamparc oui,joy
*PRE,tous presque ' veut ville peut être sorte magma peu informe ' aussi sorte patchwork qualité,fear
*PRE,employez mot patchwork nature baroque,joy
*PRE,chose ' a frappé plusieurs proposition grand Paris ' autant architectes autrefois euh,anger
*PRE,hostile chaos désordre l'accumulation peu irréfléchie choses,anger
*PRE,autant aujourd'hui sent beaucoup ' architectes prêt dénormer c'est+à+dire faire sauter certaines normes certains règlements,sadness
*PRE,qua~ quartiers étales depuis longtemps certains quartiers pavillonnaires étales depuis années trente bougent pa développent pa,anger
*PRE,restent assez pauvres souvent coup tout ça transforme ' enrichisse densifie,sadness
*PRE,mot densification cette idée densification tout fait tabou chez décideurs chez élus a sept huit an,fear
*PRE,a l'air maintenant ' être tout fait euh tout fait acceptée presque tous décideurs sinon ' opinion,joy
*PRE,oui,joy
*PRE,no auditeurs pa parisiens Roland,sadness
*PRE,xx aussi bien Santiago Chili,joy
*PRE,Le+Monde d'aujourd'hui justement celui daté demain vendredi vingt+quatre juin euh publie page entière euh disons modification code d'urbanisme ' pa encore effective devrait devenir effective peut+être septembre,anger
*PRE,apprend ' pourra librement sans aucun dépôt peine construire,joy
*PRE,euh construire quarante mètres carrés euh,joy
*PRE,si possède pavillon exemple quarante mètres carré sans demander l'avis personne,anger
*PRE,immédiatement tollé tollé archive bâtiments France tollé aussi ' ordre architectes dit paysage va dégrader,sadness
*PRE,inquiets qualité paysage banal,fear
*PRE,si paysage banal va dégrader si gen construisent vingt quarante mètres carrés,sadness
*PRE,' monde aujourd'hui oui,joy
*PRE,alors ' a vu beaucoup dessins exemple sou plume Yves+Lion,anger
*PRE,oui montrer quartiers banlieue supposent qu'en qu'en laissant construire jolies xx ' abord gagnent fric,joy
*PRE,d'autre part réaniment quartier peu,anger
*PRE,travail Banlieues+89 écrit dit a quelque temp ça ' pa donné lieu bataille ' ego ' égotisme,anger
*PRE,chose courante chez architectes or pourtant vu dehors beaucoup gen sentiment architectes louse plupart ' entre partagent morceau,love
*PRE,partagent pan pan territoire parisien tel,love
*PRE,oui tel va avoir Billancourt tel va avoir La+Courneuve tel,joy
*PRE,faites place jeunes dis donc ça fait trente+cinq an place trente cinq an ' pense surtout bon ' pa ' pa obstacle fait obstacle jeunes talent habille peut pouvez raisonner comme ça ' pa tellement sujets euh jean nouvel,joy
*PRE,faites obstacle faites obstacle jeunes talent [ ! =rit ],sadness
*PRE,offre cadeau Roland+Castro laisserai deviner ' auteur ' citation j'ai trouvé ' autre jour hasard lecture,joy
*PRE,c'est ' auteur devez tout fait aimer peut être révérer ça commence comme ça,love
*PRE,oh Grand Paris,anger
*PRE,oh Grand Paris lâches parlions déjà quitter éloigner faubourg ' croyait morts,sadness
*PRE,pardon patrie ' honneur cité salut bivouac révolution,joy
*PRE,quoi qu'il arrive dussions+nous être nouveau vaincus mourir demain génération consolée,sadness
*PRE,somme payés vingt an défaites ' angoisses clairons sonnez vent tambour battez champ embrasse+moi camarade,sadness
*PRE,a comme cheveux gris,fear
*PRE,marmot jouait billes derrière barricade viens ' embrasse aussi,love
*PRE,oh Grand Paris,anger
*PRE,connaissez pa texte [ ! =rit ],anger
*PRE,c'est vraiment cadeau offre,joy
*PRE,c'est Jules+Vallès c'est Jules+Vallès c'est l'Insurgé paru donc 1886 a bien longtemps ' ailleurs Vallès mort,joy
*PRE,' année précédente,anger
*PRE,va terminer Roland+Castro chanson récent ouvrage,joy
*PRE,chanson sais citez qu'on démente l'autre fois crois qu'on l'avait passé Barbara va passer celui ' a mise musique,joy
*PRE,' Georges+Brassens ' a pa d'amour heureux ' après célèbre poème Louis+Aragon,love
*PRE,alors beaucoup titre site internet relatif Banlieues+89 Paris euh,joy
*PRE,enfin Grand Paris publication Roland+Castro dont dernière publication longue lente périlleuse poilue fabrique rêve mémoires parues chez L'Archipel ' an dernier trois+cents+deux page vingt+et+un euro,joy
*PRE,retrouvions l'architecte Roland+Castro troisième dernière moment conversation parler politique l'architecture remodelage grand ensemble Grand Paris,anger
*PRE,semaine prochaine parlerons peu Louis+Ferdinand+Céline dont serum cinquantième anniversaire mort,love
*PRE,surtout ensuite ' érosion patrimoine parisien l'historienne Marie+Jeanne+Dumont récemment encore secrétaire général commission Vieux Paris quand a démissionné,sadness
*PRE,rappelle site internet offre diver service bibliographie calendrier index permet télécharger ' émission durant semaine,joy
*PRE,l'écouter pendant mois ' importe quelle heure où Gare Nord,anger
*PRE,Gare Nord a bateaux amarrés comme longs paquebots destination Moscou Rotterdam Oslo,joy
*PRE,Gare Nord a bateaux,fear
*PRE,Gare Nord a bateaux auprès train banlieue repos bousculent rêve no train-train conjugaux,sadness
*PRE,Gare Nord a bateaux Gare Nord a milliers gen prendront jamais temp ' arrêter,sadness
*PRE,' arrêter regarder grand navires,anger
*PRE,Marc+Robine Gare Nord 1990,joy
*PRE,' Métropolitain mission François+Chaslin réalisation Viviane+Noël jeu technique Martin+Delafosse,joy
*ARC,ah crois oui a détruit bâtiment formidable LCR cubique traversé ' grande flèche,joy
*ARC,oui pavillon solaire ' be~,joy
*ARC,village solaire xxx petit bâtiment neuf mètres neuf mètres neuf mètres,joy
*ARC,' effrayant,fear
*ARC,beh m'ont ' pa prévenu c'est c'est quatre an plus tard ' découvert c'était détruit,anger
*ARC,hum Aillaud sorte poète trop naïf a a pa vu ' dedans dehors exemple peut dire ça comme ça,joy
*ARC,alors bon désastre cette période c'est c'est assez intéressant,joy
*ARC,compris xxx ' assez intéressant,joy
*ARC,temp euh faut voir donnait beaucoup surface donc a très peu ' éléments ' appropriation extérieure,joy
*ARC,contre a grand parc public a a très peu ' appropriation personnelle chaque habitant,anger
*ARC,' quand extrêmement conceptuel ' extrêmement po~ non poreux rapport reste quartier,fear
*ARC,donc ' plutôt ' accord Devillers,joy
*ARC,bien sûr,joy
*ARC,pense qu'il a tout travail patrimonialisation grand ensemble vraiment trouve très souvent misérable,sadness
*ARC,oui ' ' franchement faut faire débat habitant quoi,joy
*ARC,bonne idée ' avoir débat beauté plastique bouleversante cette courbe gen dedans,sadness
*ARC,alors veux bien grand numéro aussi beauté plastique bouleversante grande barre Caravelle trois+cent+quatre+vingts mètres,sadness
*ARC,Dubuisson,anger
*ARC,coupé deux endroits,fear
*ARC,bon ' raison faire voilà,joy
*ARC,alors ' argument qu'on m'avait donné ' époque ' ' défilé mode euh devant cette barre,anger
*ARC,effectivement art plastique ' arriver faire ' unité absolue trois+cent+quatre+vingts mètres espèce d'effet x informatique,joy
*ARC,bon plastiquement ' très beau,joy
*ARC,' oeuvre ' art contemporain,joy
*ARC,' habitable bon,joy
*ARC,oui oui a raison Devillers a raison,anger
*ARC,euh a moment où où où c'est totalement absurde,anger
*ARC,bon a procédure classement actuellement ' ' ensemble Candilis ferait exploser rire Candilis,joy
*ARC,oh c'est Bobigny,joy
*ARC,pense vouloir euh absolument euh conserver ' intégralité ' oeuvre ça tient pa debout,joy
*ARC,non deuil ça ' vrai alors contre deuil,sadness
*ARC,ça vais dire choses parce ' démoli endroits,sadness
*ARC,sauf peu démolir raisons urbaines,fear
*ARC,ailleurs remodeler,anger
*ARC,parlé l'Anru ' agence rénovation urbaine,anger
*ARC,pense ' a créé logique guichet absurde lequel donne plus ' argent démolitions euh plutôt remodelage,sadness
*ARC,donc pense ' faut faire projets,joy
*ARC,faut fois démolir surtout raisons urbaines,sadness
*ARC,si bâtiment inremodelable rarissime,sadness
*ARC,métamorphose ' a fait exemple Lorient bâtiment particulièrement hideux,sadness
*ARC,très impressionnant,surprise
*ARC,donc beaucoup ' endroits ' possible,joy
*ARC,alors deuil contre ça ' vraie question,sadness
*ARC,parce ça sais prenons ' exemple Lorient a écrété bâtiments donc enlevé quelques étages,sadness
*ARC,absolument bouleversant gen voir,surprise
*ARC,veuve voit ' endroit où mari mort euh disparaît fumée,sadness
*ARC,c'est effrayant ça bon,fear
*ARC,souviens extrêmement bien première barre Courneuve ' explose,joy
*ARC,où évidemment provocateur comme ' dû dire connerie genre,anger
*ARC,vu x ' fait là mieux fait laisser gen dedans,joy
*ARC,parce ça donnait sentiment,anger
*ARC,comme plus ' plein travailleurs immigrés cetera donc c'était effrayant violence,fear
*ARC,bon passons fait ' a Jean+Michel+Jarre failli faire grand spectacle artistique ça Lyon Minguettes,joy
*ARC,bon euh alors effectivement a extrême beauté démolition ' bâtiment,joy
*ARC,sauf gen habité dedans ' douleur épouvantable,sadness
*ARC,quand c'est film Buñuel euh ' époque surréaliste parfois dimanche voit façade ' immeuble casse gueule,anger
*ARC,éclate rire c'est drôle,surprise
*ARC,oui alors très souvent ' comme ' tellement répétitif pa obligé ' conserver tout,sadness
*ARC,parce ' appuie a bâtiments plutôt bien faits,joy
*ARC,général très mal fait c'est ' urbanisme tout ça,anger
*ARC,a morceau bâtiments très bien,joy
*ARC,a hall ' entrée très beau,joy
*ARC,a détails très intéressants comme ultra répétitifs euh peut peut casser peu si a raisons urbaines bon,anger
*ARC,alors ' autre raison ' euh moins démolit plus modèle,sadness
*ARC,plus plus intelligents rapport crise logement,joy
*ARC,donc effectivement a quelque chose totalement absurde voir gen dormir rue temp démolir bâtiments donc faut faire minimum a minimum,sadness
*ARC,ah non qu'il a formidable contre prends ' exemple ' a toujours vécu chaque fois ' a remodelé quartier,joy
*ARC,' bon gen reçoivent nouveau chez a fierté ' habiter enfin bon,joy
*ARC,sais peux retourner endroits j'ai transformé parce contraire ça ça ça marche,joy
*ARC,passons fait fameux grand ensemble dont parlez Caravelle cinq entre guillemets plus criminogènes région parisienne comme dit rapport police,fear
*ARC,a pa ' émeutes 2005,anger
*ARC,' retourné récemment encore ministre ville Maurice+Leroy euh,sadness
*ARC,chô~ taux chômage a baissé 5 % quartier,sadness
*ARC,a article Parisien euh sujet bon,anger
*ARC,donc fierté ' habiter compris moral retrouver boulot ' ' ça existe ' vraie réalité,joy
*ARC,alors Lacan,anger
*ARC,rapidement [ ! = rit ] Lacan raconte sujet François+Chaslin monsieur écrit,anger
*ARC,dit sujet ' composé,anger
*ARC,c'est comme noeud,fear
*ARC,parle noeud borroméen,fear
*ARC,noeud borroméen c'est trois brins ronds noués d'une certaine manière,fear
*ARC,entre,fear
*ARC,font quand coupe,anger
*ARC,brins,fear
*ARC,tous deux autres barrent tout barre,anger
*ARC,donc euh dit sujet réel ' imaginaire symbolique,joy
*ARC,alors réel,fear
*ARC,' euh sexuel a ' dire chez Lacan réel,anger
*ARC,symbolique ' nom père,joy
*ARC,voilà gros ' imaginaire ' euh,joy
*ARC,' tout ' ' invente quoi bon,fear
*ARC,alors quand brins coupé,anger
*ARC,alors ca psychose ben c'est brin euh symbolique fout camp,fear
*ARC,quand nom père fout camp,anger
*ARC,quand rapport père explose chez sujet,anger
*ARC,chez ' importe,anger
*ARC,eh ben euh psychose peut apparaître quoi voilà,fear
*ARC,psychose devient fou quoi,fear
*ARC,architecture [ ! = rit ] réel ' là où ' habite voilà bon,joy
*ARC,l'imaginaire ' là où sais peux aller,fear
*ARC,comme ça ' l'ailleurs habitat,joy
*ARC,symbolique ' tout gratuit ville où ' habite,joy
