speaker,text,label
*PRE,et avec ses 42 étages elle devrait transformer le parc des expositions en un ensemble tertiaire reconnus à l' échelle internationale ,joy
*PRE,les travaux pourraient commencer en 2013 mais un collectif de riverains s' oppose au projet ce qui pourrait repousser l' échéance ,anger
*PRE,d' autres projets sont en cours de réalisation comme la restructuration du sidéal dans le premier arrondissement de Paris ,love
*PRE,614900_616580,anger
*PRE,712620_720720,fear
perso 2,enfait le Grand Paris c' est plus de 600 projets de toutes sortes ,joy
perso 2,et vous pourrez mieux les découvrir en venant au pavillon de l' arsenal ,joy
perso 2,vous pourrez manipuler cette très grande maquette numérique qui est là dans mon dos,joy
perso 2,et qui porte sur l' avenir de la capitale de la France ,joy
perso 2, en fait si on résume les grandes problématiques d' abord Paris a besoin de plus de logements ,anger
perso 2,il faut améliorer l' offre de transports entre banlieues et entre les banlieues et le Paris centre,joy
perso 2,alors que Paris intra-muros à très bien réussi à réduire la place de l'automobile et franchement tant mieux,joy
perso 2,construire plus de logements et puis il y a aussi les problèmes de cohérence de gouvernance de coordination,joy
perso 2,car nos mille-feuilles institutionnel créer des rivalités entre les communes la ville la région l' état,fear
perso 2, et cela entraîne évidemment un certain nombre de déperdition et de perte d'efficacité ,sadness
perso 2,donc est ce que toutes ces institutions sont prêtes à se doter d' un outil de gouvernance plus ou moins,joy
perso 2,commun,anger
perso 2,et puis il y a la question de l'urbanisme,anger
perso 2,car avec la désindustrialisation qui s' est achevé dans la douleur,sadness
perso 2,la crise des banlieues,sadness
perso 2,la crise de l'environnement et de l'énergie,fear
perso 2,comment retisser les liens autour de Paris et dans Paris ,joy
perso 2,la capitale de la France peine a urbanistiquement institutionnellement socialement et donc mentalement ,sadness
perso 2,à dépacer cette coupure cette frontiére que forme le boulevard périphériqe,fear
