speaker,text,label
*PRE,tout budget estimé actuellement 30 milliard ' euro,joy
*PRE,2 million voyageurs jour attendues ' ensemble réseau,joy
*PRE,reliera zone ' habitat aéroports grand pôles compétitivité donc bassins ' emploi,joy
*PRE,deuxième aspect lequel voulais ' arrêter projets ' urbanisme ' architecture,fear
*PRE,décembre 2007 lancé consultation internationale ' avenir Paris métropolitain,joy
*PRE,10 équipes internationale proposent alors vision ' grand Paris,joy
*PRE,tenant compte protocole Kyoto climat,anger
*PRE,parmi elles projet tout fait original ' celui ' architecte urbaniste Antoine Grumbak,joy
*PRE,idée ' Paris doit tourner vers mer via Rouen Havre vallée Seine,joy
*PRE,Paris effet rares grandes métropoles internationale ' pa ' embouchure ' port,joy
*PRE,or transport maritime stratégique planète mondialisé,joy
*PRE,21e siècle selon Grumbak Grand Paris doit donc doter ' pôle fluviaux maritimes,joy
*PRE,rester ville rang mondial,joy
*PRE,vallée Seine deviendrait ainsi ' axe métropole,fear
*PRE,permettant fois croissance linéaire plutôt radio concentrique,joy
*PRE,cette consultation lancée 2007 ' pa concours ' urbanisme,anger
*PRE,juste sorte brainstorming signifie ' aucune étude ' a sélectionné être réalisé,anger
*PRE,alors où aujourd'hui,fear
*PRE,réflexion poursuit sein ' atelier international Grand Paris,anger
*PRE,regroupe dix équipes participé consultation 2007,joy
*PRE,plus cinq équipes supplémentaires,joy
*PRE,paradoxalement groupement ' intérêt public ' pa interlocuteur ministère logement,anger
*PRE,où préparent pourtant loi ' urbanisme logement,anger
*PRE,' où certaine amertume participant devant cette incohérence,anger
*PRE,ailleurs nombreux projets architecturaux ponctuel tailles diver intégrées Grand Paris ' image tour triangle,joy
*PRE,haute 180 mètres serum coeur parc exposition porte Versailles,fear
*PRE,42 étages devrait transformer parc exposition ensemble tertiaire reconnus ' échelle internationale,joy
*PRE,travaux pourraient commencer 2013 collectif riverains ' oppose projet pourrait repousser ' échéance,anger
*PRE,' autres projets cours réalisation comme restructuration sidéal premier arrondissement Paris,joy
*PRE,614900_616580,anger
*PRE,712620_720720,fear
perso 2,enfait Grand Paris ' plus 600 projets toutes sortes,joy
perso 2,pourrez mieux découvrir venant pavillon ' arsenal,joy
perso 2,pourrez manipuler cette très grande maquette numérique là do,joy
perso 2,porte ' avenir capitale France,joy
perso 2,fait si résume grandes problématiques ' abord Paris a besoin plus logements,sadness
perso 2,faut améliorer ' offre transport entre banlieues entre banlieues Paris centre,joy
perso 2,alors Paris intra-muros très bien réussi réduire place l'automobile franchement tant mieux,joy
perso 2,construire plus logements puis a aussi problèmes cohérence gouvernance coordination,joy
perso 2,car no mille-feuilles institutionnel créer rivalités entre commune ville région ' état,sadness
perso 2,cela entraîne évidemment certain nombre déperdition perte d'efficacité,sadness
perso 2,donc toutes institution prêtes doter ' outil gouvernance plus moins,joy
perso 2,commun,anger
perso 2,puis a question l'urbanisme,fear
perso 2,car désindustrialisation ' achevé douleur,sadness
perso 2,crise banlieues,fear
perso 2,crise l'environnement l'énergie,sadness
perso 2,comment retisser lien autour Paris Paris,joy
perso 2,capitale France peine a urbanistiquement institutionnellement socialement donc mentalement,sadness
perso 2,dépacer cette coupure cette frontiére forme boulevard périphériqe,fear
