speaker,text,label
*PRE,ce quartier avait bouleversé l' hôpital d' Adrien+Fainsilber qui était très célèbre en son temps remplacé par un écoquartier ,fear
*PRE,et l' immeuble en question percuté de plein fouet par un mail planté ,fear
*PRE,la visite du site internet de la mairie fait apparaître quelques paradoxes,fear
*PRE,par exemple qu' une place qu' on avait anciennement nommé la Place des Copains d'Abord,anger
*PRE,un côté un peu bonhomme et puis un square qui s'appelait le Square de la Brave Margot ont été résidentialisés,fear
*PRE,ça veut dire quoi résidentialiser ça veut dire qu'on y a installé des grilles imperméables,joy
*PRE,et que ce sera les copains d' abord en quelque sorte mais entre eux entre eux seuls,joy
*PRE,je me moque bien sûr mais les questions de sécurité sont pas négligeables,joy
*PRE,mais c'est toujours assez attristant de voir une place les copains d' abord devenir entourée de grilles ,joy
*PRE,autre paradoxe,fear
*PRE,sur le site municipal de la ville de Courcouronnes figurent vingt+et+une image en quelque sorte et cartes postales de Courcouronnes,joy
*PRE,les sculptures début du clocher,fear
*PRE,la grosse Ferme du Bois Briard le fameux canal qui a donné son nom à la Zac du canal,anger
*PRE,des pavillons sous la neige,fear
*PRE,et parmi ces vingt+et+une images cinq vues de groupes de logements collectifs donc une carte postale sur quatre ,sadness
*PRE,deux figurent le magnifique ensemble d'Henri+Ciriani un des plus beaux des années quatre+vingts,joy
*PRE,et une le complexe de Chemetov celui là même qu' on va détruire prochainement,fear
*PRE,on détruit donc en quelque sorte une carte postale officielle de cette ville nouvelle ,sadness
*PRE,dernier paradoxe,fear
*PRE,le maire se dit conscient de ce que la démolition est pour certains habitants très difficile ,sadness
*PRE,il souhaite les accompagner par un projet appelé mémoire de quartier qui leur permettra aux habitants je cite ,joy
*PRE,de se remémorer ensemble l' histoire de leur immeuble à travers des groupes de parole mais également la réalisation d' un livret de témoignages,sadness
*PRE,ça se fait maintenant de façon commune dès qu' on détruit une barre on fait travailler les enfants ils font des dessins et puis on pleure ensemble ,sadness
*PRE,et le maire écrit à l'architecte à celui là même dont on va détruire l' immeuble donc,sadness
*PRE,pour l' inviter à contribuer à la réussite du projet et à bien vouloir se joindre au travail de deuil,joy
*PRE,ça vous fait rire Roland+Castro on a détruit déjà des immeubles à vous ?,joy
*PRE,un local collectif résidentiel,joy
*PRE,attends un village solaire de de,fear
*PRE,[!=rit] il vous faisait pas participer au travail de deuil ?,love
*PRE,les échanges dont je parlais sur internet à propos de la démolition réunissaient quelques architectes,anger
*PRE,notamment des praticiens des banlieues et parmi eux l'urbaniste Christian+Devillers qui tenait un propos assez modéré comme souvent,joy
*PRE,la ville écrivait+t+il est la plus merveilleuse des créations humaines parce qu' elle est à la fois permanence et substitution,joy
*PRE,elle se renouvelle par parties en continuant d' accumuler de la valeur économique pratique et symbolique ,joy
*PRE,ce qui ne fait pas un grand ensemble ni un secteur sauvegardé qui bien sûr n'accumule pas de grands choses,joy
*PRE,j' ai été scandalisé par le mouvement d' opinions d' architectes contre l' ouverture d' une brèche d' un muraille des Courtillères à Pantin oeuvre d'Aillaud,joy
*PRE,Aillaud qui s' était fait une spécialité de la négation de la vie quotidienne au nom d' idéaux artistiques faiblards,anger
*PRE,je sais pas si vous rejoignez là Christian+Devillers sur cette ce jugement sur Aillaud,joy
*PRE,c'est une sorte de petit parc grande pelouse avec des arbres,joy
*PRE,vous xx ce qui a été fait ,joy
*PRE,il faut bien dire quand même que cette cette grande boucle très longue elle fait beaucoup elle fait huit+cents mètres peut être des courtières avait une beauté plastique très grande ,joy
*PRE,de Dubuisson que vous avez émietté et coupé,anger
*PRE,bon revenons au Courcouronnes et revenons au à ce qu'écrit Christian+Devillers ,joy
*PRE,nous sommes loin de ses excès et même à l' opposé il veut dire à Courcouronnes,anger
*PRE,le bâtiment de Chemetov semble bien au service de ceux qui l'habitent et de la ville qui l' entoure qu' on nous démontre le contraire,joy
*PRE, je ne pense pas que ce bon bâtiment soit pour autant un témoin irremplaçable de l architecture française des années quatre+vingts poursuit Devillers ,joy
*PRE,je ne pense pas non plus que Chemetov ait passé sa vie à vouloir construire des monuments historiques,anger
*PRE,en revanche il l'a passé à construire des logements pour des gens donnant la plus grande importance à la valeur d' usage,joy
*PRE,et l' idée du classement n'a de sens que pour des bâtiments vraiment exceptionnels ou exemplaires,joy
*PRE,il est absurde et dangereux de vouloir protéger tous les grands ensembles toutes les halles SERNAM tous les échangeurs d' autoroute toutes les usines en ruines,anger
*PRE,je n' exagère pas dit Devillers,anger
*PRE,l' avenir de la ville exige qu'elle ait de la mémoire mais la mémoire pour fonctionner avec l' intelligence doit être sélective ,sadness
*PRE,à quel endroit ? Marseille ?,anger
*PRE,xxx ce classement il y a des gens qui qui renvoient à des valeurs différentes,love
*PRE,il y a par exemple des architectes ou des sociologues ou des gens de terrain qui disent attention vous créez une sorte de deuil rémédiable,love
*PRE,vous détruisez ce que les gens ont aimé,love
*PRE,alors ça c' est une des raisons de la résistance à la démolition à tout va,fear
*PRE,la deuxième raison c' est une raison en effet patrimoniale qui est apparue tout à fait récemment il y a une dizaine d' années environ,joy
*PRE,des historiens comme Gérard+Monnier par exemple ont commencé à dire les patrimoines des années soixante ont une certaine valeur artistique ou de témoignage,joy
*PRE,il faut conserver comme objet historique  ,joy
*PRE,un intérêt aussi c'est que quand on regarde le modèle si on le fait avec soin et en y consacrant du temps on est confronté au destin des gens,love
*PRE,et donc en quelque sorte on travaille avec eux ,love
*PRE,789310_793540,fear
*PRE,nous nous vous avions donc laissé Roland+Castro euh euh après avoir consacré deux courtes émissions à votre biographie ,love
*PRE,deux émissions en quelque sorte préliminaires à celle d' aujourd'hui,fear
*PRE,nous avons nous vous avions laissé sur un moment de crise de dépression,sadness
*PRE,au moment de votre rupture avec le mouvement Vive+La+Révolution de sa dissolution,sadness
*PRE,et puis heureusement enfin le psychanalyste Lacan on était en 1971 1972 ça fait donc quarante ans,sadness
*PRE,un mot quand même sur Lacan,anger
*PRE,j' ai reçu un une demande d'un auditeur monsieur Michel+Possompès,anger
*PRE,qui souhaiterait que vous expliquiez la trilogie lacanienne réelle imaginaire symbole et l' usage que vous en faites en architecture ,fear
*PRE,rapidement hein [!= rit],joy
*PRE,et en architecture ?,anger
*PRE,de tête phallique ? de monuments de tête phallique ?,sadness
*PRE,parce qu'on parlait du nom du père mais,anger
*PRE,on y viendra on va y venir tout à l'heure,joy
*PRE,donc voilà pour pour Lacan,joy
*PRE,et grâce à tout ça vous vous vous échappez un peu à votre dépression,sadness
*PRE, qui vous reprendra de temps en temps quand même grâce à dieu,joy
*PRE,et puis vous reprenez vous reprenez votre métier de nègre de collaborateur d' architecte,anger
*PRE,notamment euh bizarrement je suis allé chez un mec qui travaille pour le qui est qui est architecte divisionnaire de première classe à la préfecture de de police,surprise
*PRE,mais il a pas fait que ça parce qu' il a j' ai vu qu' il a fait,anger
*PRE,il est toujours vivant hein je crois,joy
*PRE,oui oui il s' appelle euh Xavier+Carnoy ouais c' est ça ,joy
*PRE,il fait des sculptures animalières un peu à la façon de Pompon maintenant qui sont pas mal d'ailleurs,anger
*PRE,mais c'est un il a travaillé pour Peugeot pour Bulle pour Legrand pour Kodak fin c'était un gros architecte,anger
*PRE,bien donc il faut bien réentrer dans la vie active,joy
*PRE,vous tentez de travailler avec tel ou tel des amis comme euh comme euh Petrovitch+Njegosh,joy
*PRE,ou comme euh xxxx ,joy
*PRE,ou comme ce groupe que vous avez créé avec d'autres xx xx xx,joy
*PRE,et puis euh bon le groupe des sept,joy
*PRE,vous c'est xx de de de venir encore dans une bande en fait,joy
*PRE,vous n'êtes pas architecte solitaire,anger
*PRE, vous cherchez des bandes ou des groupes,joy
*PRE,critique du Monde,anger
*PRE,en plus grand parfois,anger
*PRE,ça a failli démarrer quoi,fear
*PRE,mais ça a pas démarré,sadness
*PRE,que vous que vous perdez contre lui,anger
*PRE,ce qu'on appelle l' Olympiade,fear
*PRE,et puis la fac la tour la petite faculté de Tolbiac,fear
*PRE,un peu ventru quand même votre projet par rapport au sien,anger
*PRE,enfin vous faites quand même des des projets notamment ce projet,joy
*PRE,que que j' ai massé qui est la bourse de travail de Saint+Denis qui est sur ce gros échangeur quand on arrive à Saint+Denis,love
*PRE,quatre+vingt+trois l' achèvement je crois avec Cimco mais enfin c' est c' est une oeuvre de vous ça principalement,joy
*PRE,alors c' est une oeuvre assez curieuse parce qu' elle est elle est réminiscente un côté un peu constructiviste russe elle est un peu,surprise
*PRE,un peu colorée elle est un peu,fear
*PRE,et trompette un peu,fear
*PRE,mais à l'époque c' était pas qu'un parce que je me souviens xxx l' inauguration c' était en donc,joy
*PRE,en 1983 au printemps peut être il y avait une grève euh,anger
*PRE,de la de la compagnie des tabacs de la Seita,anger
*PRE,et qu' ils avaient édité cette occasion à une série tout à fait étrange de gauloises rouge avec un paquet rouge,surprise
*PRE,que j' ai conservé je dois dire j'ai toujours un magnifique paquet rouge,joy
*PRE,de quatre+vingt+trois de je ne sais quelle grève de la Seita,anger
*PRE,cette architecture que vous qualifiez vous même un peu un peu de,fear
*PRE,très narrative racontant plein de choses un peu un peu un peu profuses un peu compliquées,anger
*PRE,un peu confuses aussi profuses et confuses peut être hein,fear
*PRE,vous la dites aussi romanesque ,love
*PRE,justement ces petits bonheurs urbains chez vous ils sont souvent assez nostalgiques c' est le bonheur de l' avant+guerre c' est la banlieue c'est ces choses là,love
*PRE,un peu de x métallique un peu de brique un peu de de ,fear
*PRE, ils sont extérieurs souvent la culture architecturale savante,joy
*PRE,atemporel comme le petit bal fut temporel,fear
*PRE,alors sous le hum ,anger
*PRE,vous avez participé à beaucoup de de concours nationaux sous le premier septennat de Mitterrand en tout cas dans les débuts,anger
*PRE, vous avez participé à tous l'institut du monde arabe le ministère des finances,joy
*PRE,vous avez été mentionné ,anger
*PRE, la tête Défense vous avez été mentionné c'est une sorte de Babel,fear
*PRE, et le parc de la Villette elle a pas été mentionné la Villette,anger
*PRE,donc vous avez failli être un architecte célèbre,fear
*PRE, comme architecte ,anger
*PRE,ah oui,joy
*PRE,on va passer au calendrier puis on vous retrouve ensuite ,joy
*PRE,quelques expositions d' abord à Nice une exposition du photographe Serge+Demailly qui est un photographe d'architecture de talent,anger
*PRE, l' architecture contemporaine sur la Côte+d'+Azur c' est au forum d' urbanisme Cours+Saleya à Nice,joy
*PRE,à Lisbonne une exposition des travaux d' un architecte j' aime beaucoup qui s'appelle Manuel+Vicente il est pas très connu chez nous mais enfin ,anger
*PRE,il gagne à être connu il est né en 1934 ça a été un élève de Louis+Cane à Philadelphie,joy
*PRE,il a un style très particulier c' est qu' il est établi entre le Portugal Madère Goa et surtout Macao,joy
*PRE,Macao il y est depuis le début des années soixante ,anger
*PRE,il a construit après périphérie de Lisbonne des des HLM très très brutalistes assez violents,anger
*PRE,après la révolution des oeillets de 1973,fear
*PRE,et puis il y a une chose qui est plus connue du tourisme qui est la surélévation la surélévation un peu maniériste un peu art nouveau,joy
*PRE,d' un enfin néo art nouveau très précieuse en métal d' une de ses monuments historiques qui est en bas sur la sur la rive sur le quai,joy
*PRE,qui s' appelle la Casa+de+los+Picos à Lisbonne qui est une maison avec des los picos les pointes une maison avec des des des pierres taillées en forme de pointe de diamants en quelque sorte ,joy
*PRE,il a surtout été le l'adepte d' un art impur métissé assez joyeux coloré,joy
*PRE,notamment quand il avait patronné une exposition au Centre+Pompidou il y a longtemps en 1983 consacrée à Macao,anger
*PRE,et puis euh il a fait beaucoup de réactions dans cette ancienne colonie portugaise de Chine ,anger
*PRE,à Paris au métro Pelleport une exposition est consacrée à l'architecte radical et artiste radical italien qui est né en 1950 à Bolzano,love
*PRE,qui s'appelle Gianni+Pettena et qui s' est voulu comme d' ailleurs euh un certain nombre d' autres dans ces mêmes années euh,joy
*PRE,euh soixante+dix et quatre+vingts un architetto un architecte,joy
*PRE,c' est dans une galerie qui s'appelle Mercier+et+Associés trois rue Dupont de l'Eure à Paris,love
*PRE,à Bordeaux centre d'art contemporain dans les entrepôts Lainé ,joy
*PRE,une exposition traversant l' architecture qui est consacrée à l' oeuvre des architectes flamands Robbrecht et Daem Paul+Robbrecht et Hilde+Daem qui sont nés en 1950,love
*PRE,sont associés depuis 1975 trente+cinq ans maintenant ,love
*PRE,et dirigent une grosse équipe trente+cinq collaborateurs ils ont été lauréats d'un concours ,anger
*PRE,pour les archives municipales de Bordeaux et qui qu' elle devrait déménager sur la rive droite dans une ancienne halle aux farines qui date du Second+Empire,joy
*PRE,et sont les concepteurs d'un chai vini~ viticole quoi pour le Château+Le+Pin à Pomerol qui a été livré ou qui va être livré cet été ,joy
*PRE,c' est à Arc+En+Rêve pour tout l' été,love
*PRE, ce soir d' ailleurs une conférence des deux architectes en ouverture de l' exposition à dix+huit heures trente à Arc+En+Rêve ,joy
*PRE,après une autre une conférence ce soir encore d' un certain Robert+Max+Antoni qui est ingénieur architecte urbaniste en chef de l' Etat,anger
*PRE,qui est président du séminaire Robert+Auzelle et qui parlera sur le thème vocabulaire français de l'art urbain ,anger
*PRE,à l'académie d' architecture à dix+huit heures trente Place+Des+Vosges,fear
*PRE,ce soir à Paris lancement d' un ouvrage très remarquable pour lequel nul doute on recevait l' auteur il y a trois semaines je crois Jean+Louis+Cohen,joy
*PRE,cet extraordinaire livre qui s' appelle l' architecture en uniforme qui est paru chez Hazan et qui entend traiter ce que faisaient les architectes de de tous les pays,joy
*PRE,en Allemagne en Union soviétique en Amérique durant la Seconde+Guerre+Mondiale,fear
*PRE,c'est un ouvrage très important qui explique comment cette guerre a accéléré les processus de modernisation d' innovation de technologie qui dans les années cinquante ont mené à la suprématie de l' architecture moderne,joy
*PRE,c'est à la librairie du Moniteur Place de l'Odéon à dix+neuf heures,fear
*PRE,la Maison de l' architecture Ile+de+France organise un cycle d'événements sur le thème du remaniement territorial en Ile+De+France et mercredi prochain ,joy
*PRE,une conférence sur Saclay un cluster,anger
*PRE,petite x ville c' est à dix+neuf heures à la maison de l' architecture des Récollets ,fear
*PRE,mercredi en Arles projection du film de Raphaele+Goulet sur les cités+dortoirs du Mexique Lucha Libre à l'espace Van+Gogh à dix+huit heures trente suivi d'une rencontre avec elle ,joy
*PRE,et enfin euh le groupe d' architectes réunis sous le nom de French Touch qui s' était constitué en 2007 en réaction au prix de l'éclat d' argent décision du Moniteur,joy
*PRE, et toute la polémique dont on se souvient qu' il s' en était suivie sur les architectures ordinaires opposées aux architectures gesticulantes lance ce soir ce jeudi son quatrième annuel optimiste d' architecture à vingt heures chez ,joy
*PRE,Iguzzini c'est un marchand de lampe je crois d'électricité boulevard de la Bastille à Paris ,anger
*PRE,venons en Roland Castro à ce qui a été l' une de vos activités principales en tant qu' architecte,joy
*PRE, l' analyse et puis la transformation des grands ensembles ,fear
*PRE,du temps de Giscard vous avez déjà eu une commande du ministère de l' équipement pour étudier dix grands ensembles français,anger
*PRE,c' était en quelque sorte votre plongée analytique dans cette question,fear
*PRE,ça remonte loin ,anger
*PRE,avec un slogan le lieu plutôt que l' objet,joy
*PRE,c'est un rez+de+chaussée qui fait poutre sur trois ou quatre mètres de haut c' est ça,joy
*PRE,donc il est pas percé le rez+de+chaussée il est pas perçable,anger
*PRE,mais un peu plus tôt vous aviez euh donc créé avec euh Cantal+Dupart le mouvement Banlieues+89 et puis en à l' automne quatre+vingt+trois ,joy
*PRE,euh non euh vous avez une mission que vous confie Mitterrand,sadness
*PRE,quelques mois après que vous l' ayez c' était en juillet quatre+vingt+trois ans emmené sur le site de La+Courneuve,fear
*PRE,il y avait d'ailleurs une chargée de mission de cette affaire là,anger
*PRE, toute jeunette à l'époque,fear
*PRE,vous vous souvenez non,anger
*PRE,Ségolène Royal,anger
*PRE,on va écouter le journal télévisé de Jean Peyzieu euh le deux juillet le vingt+sept juillet quatre+vingt+trois ,joy
*PRE,ça fait presque trente ans et l' affaire n' est toujours pas finie c' est extrêmement long quand même ,sadness
*PRE,et ça c' est donc quelques jours après la visite de Mitterrand que que vous aviez suscité et voici à quel terme deux ans plus tard,joy
*PRE,c était il y a cette fois le vingt+cinq juillet quatre+vingt+cinq ,joy
*PRE,vous présentez Banlieues +89 au journal inter actualité à sept heures trente vous vous étiez levé tôt à cette époque là,joy
*PRE,le l' émission la première qu'on a entendu là là l' extrait qu'on a entendu,anger
*PRE,c'est une émission de Jean Peyzieu mais bien sûr la voix on l'a reconnue était celle de Poivre d' Arvor,anger
*PRE,quel qu' avez vous retenu on est à maintenant à vingt+cinq ans vingt+six ans de cette déclaration de de vous là,joy
*PRE,qu'avez+vous retenu de Banlieues+89 six ans après,sadness
*PRE,vous auriez aimé être ministre mais c'est Tapie qui était ministre ,anger
*PRE,ah Delebarre,anger
*PRE,oui auprès des femmes,joy
*PRE,allez allez voir le nouveau film euh xx de Cavalier c' est exactement ce qu'il raconte,joy
*PRE,les années à le le nouveau film euh je crois bien de cavaliers c' est exactement ce qui s' est vu ce que ça veut dire suarez ce qu' il doit être formulée et vous vous avez perçu le grand prix d' urbanisme ben ça c' est quelque chose d' extraordinaire ,surprise
*PRE,vous avez jamais reçu le grand prix d' urbanisme ,anger
*PRE,c' est quelque chose d' extraordinaire ,surprise
*PRE,dernière séquence Roland+Castro le Grand Paris,joy
*PRE,et d'abord des propos de vous assez anciens puisqu' ils remontent à un peu plus de vingt ans donc le Grand Paris n' existait pas c' était en mars soixante+neuf sur notre antenne france culture enchaîné avec le journal de euh de de du matin on vous écoute ,surprise
*PRE,,fear
*PRE,voilà donc deux deux points de vue de mars quatre+vingt+neuf sur France Culture et de juillet quatre+vingt+neuf sur euh au journal d' interactualité,joy
*PRE,on est donc euh dix+huit ans avant que Nicolas+Sarkozy lance le grand Paris ,joy
*PRE,donc vous avez été une des dix équipes hum invitées à travailler ,joy
*PRE,et euh je remarque on retrouve les mêmes thèmes dans dans l' actuelle géographie les reliefs la poésie des lieux,love
*PRE,donc vous n' avez pas changé vous ne vous êtes pas amélioré [!=rit],joy
*PRE,de Portzamparc oui,joy
*PRE,et tous ou presque sont qu' on veut que de ce que la ville était peut être une sorte de magma un peu informe mais que c' était aussi une sorte de patchwork avec des tas de qualité,joy
*PRE, vous vous employez le mot patchwork de nature baroque ,fear
*PRE,une chose qui m' a frappé dans plusieurs des propositions du grand Paris c' est que autant les architectes autrefois était euh ,anger
*PRE,étaient hostiles au chaos au désordre et à l'accumulation un peu irréfléchie des choses ,anger
*PRE,autant aujourd'hui on sent que beaucoup d' architectes seraient prêt à dénormer c'est+à+dire faire sauter certaines normes ou certains règlements,joy
*PRE,pour des qua~ que des quartiers qui sont étales depuis longtemps certains quartiers pavillonnaires sont étales depuis les années trente ils ne bougent pas ne se développent pas,anger
*PRE,restent assez pauvres souvent du coup pour que tout ça se transforme et s' enrichisse et se densifie,sadness
*PRE,et ce mot de densification cette idée de densification qui était tout à fait tabou chez les décideurs chez les élus il y a sept ou huit ans ,fear
*PRE,a l'air maintenant d' être tout à fait euh tout à fait acceptée par presque tous les décideurs sinon par l' opinion ,love
*PRE,oui,joy
*PRE,nos auditeurs ne sont pas parisiens Roland,anger
*PRE,xx aussi bien Santiago du Chili que,joy
*PRE,Le+Monde d'aujourd'hui justement celui qui est daté de demain vendredi vingt+quatre juin euh publie une page entière sur euh disons une modification du code d'urbanisme qui est qui n' est pas encore effective mais qui devrait devenir effective peut+être en septembre,joy
*PRE,et on y apprend qu' on pourra librement sans aucun dépôt de peine construire ,joy
*PRE,euh construire quarante mètres carrés euh,joy
*PRE,si on possède un pavillon par exemple quarante mètres carré sans demander l'avis de personne,anger
*PRE,immédiatement tollé tollé des archives des bâtiments de France tollé aussi de l' ordre des architectes qui dit que le paysage va se dégrader ,fear
*PRE,ils sont inquiets de la qualité du paysage banal ,fear
*PRE,si le paysage banal va se dégrader si les gens construisent vingt quarante mètres carrés,anger
*PRE,mais c' est dans le monde aujourd'hui oui,joy
*PRE,alors qu' on a vu beaucoup de dessins par exemple de sous la plume de Yves+Lion,anger
*PRE,oui montrer des des quartiers de banlieue qui supposent qu'en qu'en laissant construire des jolies xx d' abord ils gagnent du fric ,joy
*PRE,et d'autre part ils réaniment le quartier un peu,anger
*PRE,de ce travail de Banlieues+89 vous avez écrit ou dit il y a quelque temps que ça n' avait pas donné lieu à une bataille d' ego d' égotisme et de ,anger
*PRE,une chose courante chez les architectes or pourtant vu du dehors beaucoup de gens ont le sentiment que les architectes en lice la plupart d' entre eux se partagent le morceau,joy
*PRE, se partagent des pans des pans du territoire parisien que tel,love
*PRE,oui que tel va avoir Billancourt que tel va avoir La+Courneuve que tel,joy
*PRE,faites place aux jeunes dis donc ça fait trente+cinq ans que vous êtes en place trente cinq ans qu' on pense surtout bon c' est pas c' est pas un obstacle que fait obstacle jeunes talents habille on peut vous pouvez raisonner comme ça mais c' est pas tellement de sujets euh on jean nouvel ,joy
*PRE,vous faites obstacle que vous faites obstacle aux jeunes talents [!=rit],sadness
*PRE,je vous offre un cadeau Roland+Castro et vous je vous laisserai deviner de qui est l' auteur c' est une citation que j'ai trouvé l' autre jour au hasard de mes lectures ,joy
*PRE,c'est c' est un auteur que vous devez tout à fait aimer même peut être révérer ça commence comme ça ,love
*PRE,oh Grand Paris ,joy
*PRE,oh Grand Paris lâches que nous étions nous parlions déjà de te quitter et de nous éloigner de tes faubourgs qu' on croyait morts,sadness
*PRE, pardon patrie de l' honneur cité du salut bivouac de révolution ,joy
*PRE,quoi qu'il arrive dussions+nous être de nouveau vaincus et mourir demain notre génération est consolée,sadness
*PRE,nous sommes payés de vingt ans de défaites et d' angoisses clairons sonnez dans le vent tambours battez aux champs embrasse+moi camarade,sadness
*PRE,qui a comme moi les cheveux gris ,fear
*PRE,et toi marmot qui jouait aux billes derrière la barricade viens que je t' embrasse aussi,love
*PRE,oh Grand Paris,anger
*PRE,vous connaissez pas ce texte [!=rit],fear
*PRE,c'est vraiment un cadeau que je vous offre,joy
*PRE,c'est Jules+Vallès c'est Jules+Vallès c'est dans l'Insurgé qui est paru donc en 1886 il y a bien longtemps et d' ailleurs Vallès était mort ,joy
*PRE,l' année précédente ,anger
*PRE,on va terminer Roland+Castro par la même chanson que dans votre récent ouvrage,joy
*PRE,chanson que je sais que vous citez pour qu'on la démente l'autre fois je crois qu'on l'avait passé par Barbara on va la passer par celui qui l'a mise en musique,joy
*PRE,c' est Georges+Brassens il n'y a pas d'amour heureux d' après un célèbre poème de Louis+Aragon ,joy
*PRE,alors beaucoup de titres sur notre site internet relatif à Banlieues+89 à Paris euh ,sadness
*PRE,enfin au Grand Paris ou à aux publications de Roland+Castro dont la dernière de vos publications la longue lente périlleuse et poilue fabrique du rêve ce sont des mémoires parues chez L'Archipel l' an dernier trois+cents+deux pages vingt+et+un euros ,love
*PRE,nous retrouvions l'architecte Roland+Castro pour dans une troisième et dernière pour le moment conversation parler de la politique de l'architecture du remodelage des grands ensembles et du Grand Paris ,anger
*PRE,la semaine prochaine nous parlerons un peu de Louis+Ferdinand+Céline dont sera le cinquantième anniversaire de la mort,love
*PRE,et surtout ensuite de l' érosion du patrimoine parisien avec l'historienne Marie+Jeanne+Dumont qui était récemment encore secrétaire général de la commission du Vieux Paris quand elle a démissionné ,sadness
*PRE,je vous rappelle que notre site internet offre divers services bibliographie calendrier index permet de télécharger l' émission durant une semaine ,joy
*PRE,de l'écouter pendant un mois à n' importe quelle heure où que vous soyez et même à la Gare du Nord,anger
*PRE,Gare du Nord il y a des bateaux amarrés comme de longs paquebots destination Moscou Rotterdam ou Oslo,fear
*PRE,Gare du Nord il y a des bateaux,anger
*PRE,Gare du Nord il y a des bateaux auprès des trains de banlieue au repos et bousculent de rêve nos train-train conjugaux,joy
*PRE,Gare du Nord il y a des bateaux mais Gare du Nord il y a des milliers de gens qui ne prendront jamais le temps de s' arrêter,anger
*PRE,de s' arrêter pour regarder les grands navires,anger
*PRE,Marc+Robine Gare du Nord 1990,anger
*PRE,c' était Métropolitain une mission de François+Chaslin réalisation Viviane+Noël avec au jeu et à la technique Martin+Delafosse,joy
*ARC,ah je crois oui on a détruit un bâtiment formidable qui est un LCR cubique traversé d' une grande flèche ,sadness
*ARC,oui qui était un pavillon solaire c' était un be~ un,joy
*ARC,dans le village solaire de xxx un petit bâtiment de neuf mètres sur neuf mètres sur neuf mètres,joy
*ARC,c' est effrayant ,fear
*ARC,beh ils m'ont mais j' ai pas été prévenu c'est c'est quatre ans plus tard que j' ai découvert que c'était détruit,anger
*ARC,hum Aillaud est une sorte de poète trop naïf qui a qui a pas vu qu' il y avait des du dedans et du dehors par exemple on peut dire ça comme ça,joy
*ARC,alors bon dans le désastre de de cette période c'est c'est assez intéressant ,joy
*ARC,y compris les xxx c' était assez intéressant,joy
*ARC,en même temps euh il faut voir que il donnait beaucoup de surface donc il y a très peu d' éléments d' appropriation extérieure,joy
*ARC,par contre il y a un grand parc public mais il y a il y a très peu d' appropriation personnelle de chaque habitant ,joy
*ARC,c' est quand même extrêmement conceptuel et c' est extrêmement po~ non poreux rapport au reste du quartier,fear
*ARC,donc moi j' étais plutôt d' accord avec Devillers ,fear
*ARC,bien sûr,joy
*ARC,et je pense qu'il y a tout un travail de patrimonialisation des grands ensembles que que vraiment je trouve très souvent misérable,sadness
