speaker,text,label
perso 4,attend euh ' attend,anger
perso 4,' attend pa ' ailleurs espère ' état euh jouera rôle,sadness
perso 4,domaine puis aussi certain nombre,fear
perso 4,partenaires privés,anger
perso 4,parce vois pa comment pourrait financer 35 milliard,joy
perso 4,sans euh partenaires partenaires privés,anger
perso 4,pense pa ça euh quelque chose vécue comme euh,sadness
perso 4,négatif niveau population parce euh,sadness
perso 4,' engagé dix an viennent,fear
perso 4,a véritablement besoins répondre,sadness
perso 4,attentes population,fear
perso 4,pense qu'on,love
perso 4,pense qu'on peut pa hiérarchiser,sadness
perso 4,pense qu'on besoins mener front l'ensemble projets,love
perso 4,parce a projets désenclavement,fear
perso 4,euh importants projets exemple,fear
perso 4,' amélioration pense ligne 13 métro,joy
perso 4,pense gare rer b,anger
perso 4,pense toutes ligne très saturées,fear
perso 4,' autre côté a aussi besoin lier,sadness
perso 4,liaison directes entre Defense Roissy,fear
perso 4,vient exemple Pleyel,anger
perso 4,quelque chose ' important développement économique secteur,joy
perso 5,bonjour,joy
perso 5,oui surtout surtout ligne quatorze effectivement,joy
perso 5,crois ' hier président République,joy
perso 5,a mi tout monde ' accord,joy
perso 5,projet ambitieux surtout aussi dead ligne ' dire 10 an,joy
perso 5,réaliser,joy
perso 5,cet ambitieux projet,joy
perso 5,fois matière transport sait ' priorité,joy
perso 5,matière logements,anger
perso 5,aussi ' activité économique,joy
perso 5,' retenu particulier volonté ' aller jusqu ' Havre,joy
perso 5,crée ainsi nouvelles synergy,joy
perso 5,donc doutez somme vraiment très satisfait,fear
perso 5,voir cette proposition président,anger
perso 5,proposition ' ailleurs concertation travail,anger
perso 5,tous Élus ' a bien précisé,joy
perso 5,majorités opposition,anger
perso 5,fois conclure accord avant début ',joy
perso 5,ensuite travers ' loi mettre place projet,fear
perso 5,savez ' ' impression ' aujourd'hui,surprise
perso 5,président a répondu ' attente franciliens,anger
perso 5,particulier matière transport,anger
perso 5,quand entend euh a entendu a a quelques instant,anger
perso 5,témoignage cette femme rendait travail,anger
